contigID	evalue	pident	fident	nident	mismatch	qcov	tcov	qstart	qend	qlen	tstart	tend	tlen	alnlen	bits	target	kingdom	phylum	class	order	family	genus	species
contig_25305	0.000E+00	89.900	0.899	0	140	0.997	0.028	5	1405	1405	47801	49185	50025	1401	1833	tid|2293022|NZ_QUDC01000017.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM09-51
contig_25365	1.526E-47	70.800	0.708	0	123	0.313	0.021	897	1317	1346	10608	11028	19988	421	199	tid|2293202|NZ_QTYG01000043.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM31-15AC
contig_25394	0.000E+00	87.500	0.875	0	140	0.837	0.014	211	1337	1346	20518	21637	80526	1127	1371	tid|1505|NZ_QSBE01000006.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_25452	0.000E+00	99.300	0.993	0	9	0.992	0.004	12	1344	1344	108588	109920	296869	1333	2349	tid|2292951|NZ_QTNF01000003.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM37-9
contig_25512	2.385E-75	72.800	0.728	0	139	0.382	0.009	14	526	1342	12703	13215	58126	513	292	tid|1492|NZ_QRUG01000027.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum
contig_29163	0.000E+00	99.500	0.995	0	6	0.886	0.016	1256	142	1258	56905	58019	69112	1115	1977	tid|2292375|NZ_QSTT01000014.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. OM06-36AC
contig_29192	4.935E-165	71.300	0.713	0	348	0.965	0.015	1229	17	1257	70853	72074	81976	1222	589	tid|2293102|NZ_QUIN01000006.1	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium sp. AM42-17
contig_3098	0.000E+00	98.800	0.988	0	101	1.000	0.024	1	8382	8382	191610	199990	354612	8382	14572	tid|40518|NZ_QRUA01000003.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii
contig_44590	0.000E+00	92.400	0.924	0	78	0.988	0.015	1	1024	1036	35846	36869	68411	1024	1491	tid|2305240|NZ_QWGI01000020.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM25-23AC
contig_44677	0.000E+00	99.400	0.994	0	6	0.986	0.011	16	1035	1035	87739	88758	89251	1020	1802	tid|2292955|NZ_QTMZ01000024.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM54-2NS
contig_44705	0.000E+00	93.300	0.933	0	59	0.852	0.259	102	983	1035	2609	3521	3521	913	1382	tid|47678|NZ_QSUJ01000092.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
contig_44763	3.941E-286	98.100	0.981	0	11	0.560	0.005	456	1034	1034	1	579	108027	579	990	tid|2293149|NZ_QTXD01000007.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF16-50
contig_536	4.588E-58	95.800	0.958	0	6	0.276	0.000	222	77	529	205000	205144	446192	146	233	tid|1653434|NZ_QVLW01000003.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis
contig_5389	0.000E+00	99.100	0.991	0	32	1.000	0.021	3550	1	3550	36016	39562	170466	3550	6217	tid|2292947|NZ_QTNM01000008.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM27-13
contig_23539	0.000E+00	95.600	0.956	0	36	0.581	0.012	1368	558	1396	68421	69231	70307	811	1298	tid|1492|NZ_QRUG01000024.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum
contig_23569	0.000E+00	98.300	0.983	0	24	1.000	0.008	1389	1	1389	73559	74947	171619	1389	2382	tid|33039|NZ_QRIH01000002.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques
contig_23598	1.826E-97	77.500	0.775	0	104	0.332	0.011	518	56	1394	31120	31582	40962	463	365	tid|2100421|MF417904.1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales family	unclassified Caudovirales genus	uncultured Caudovirales phage
contig_23627	0.000E+00	99.700	0.997	0	4	1.000	0.003	1	1393	1393	368242	369634	455811	1393	2479	tid|1653434|NZ_QVLW01000002.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis
contig_23658	0.000E+00	99.800	0.998	0	3	1.000	0.014	1	1393	1393	75130	76522	96715	1393	2488	tid|817|NZ_QSOR01000017.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
contig_23688	4.087E-52	73.600	0.736	0	95	0.259	0.007	378	19	1392	1820	2182	52067	363	215	tid|1502|NZ_QRQT01000023.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
contig_23717	0.000E+00	99.100	0.991	0	11	0.876	0.005	1391	174	1391	184535	185752	239609	1218	2134	tid|817|NZ_QSOR01000009.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
contig_37636	0.000E+00	99.500	0.995	0	5	0.988	0.021	1103	4	1113	26303	27400	52935	1100	1943	tid|2293037|NZ_QUEW01000017.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM54-14XD
contig_37694	0.000E+00	99.600	0.996	0	4	1.000	0.002	1112	1	1112	523737	524848	605097	1112	1976	tid|246787|NZ_QRSV01000004.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
contig_8293	0.000E+00	99.000	0.990	0	25	1.000	0.015	1	2515	2515	6603	9117	164399	2515	4404	tid|2292924|NZ_QTMD01000010.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF25-38AC
contig_8325	3.900E-226	81.900	0.819	0	146	0.322	0.029	10	816	2507	7475	8281	28080	807	793	tid|1505|NZ_QSBE01000029.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_8357	0.000E+00	99.900	0.999	0	3	1.000	0.417	2502	1	2502	1764	4265	5998	2502	4480	tid|2293029|NZ_QUIW01000067.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM32-2
contig_8387	0.000E+00	99.700	0.997	0	7	1.000	0.021	1	2495	2495	96956	99450	116358	2495	4449	tid|47678|NZ_QSUJ01000013.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
contig_8418	0.000E+00	98.400	0.984	0	40	1.000	0.202	2489	1	2489	7317	9805	12335	2489	4286	tid|2292940|NZ_QTLG01000047.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM18-9
contig_845	0.000E+00	92.900	0.929	0	127	1.000	0.019	1817	1	1817	57761	59547	96565	1817	2660	tid|1978010|MK415404.1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unclassified Podoviridae genus	CrAssphage FA1-2_000172F
contig_8480	0.000E+00	97.300	0.973	0	49	1.000	0.008	1798	1	1798	35380	37177	222942	1798	3008	tid|165179|NZ_QSSA01000001.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
contig_13575	0.000E+00	99.500	0.995	0	9	0.997	0.012	6	1860	1860	135791	137645	160090	1855	3289	tid|2293116|NZ_QTLZ01000012.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AF27-14
contig_13605	2.726E-39	69.900	0.699	0	121	0.217	0.031	24	427	1858	11118	11521	12927	404	173	tid|1505|NZ_QSBE01000077.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_13636	0.000E+00	99.600	0.996	0	5	1.000	0.006	1290	1	1290	20696	21985	223013	1290	2295	tid|2293180|NZ_QTVC01000004.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF42-10
contig_22556	0.000E+00	98.900	0.989	0	16	0.999	0.002	1428	2	1428	57599	59025	589839	1427	2491	tid|2293179|NZ_QTVD01000001.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF37-3AC
contig_22586	0.000E+00	99.700	0.997	0	4	1.000	0.028	1	1427	1427	15796	17222	50390	1427	2545	tid|2292973|NZ_QUJK01000020.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. AM28-27
contig_22615	0.000E+00	87.000	0.870	0	185	1.000	0.037	1425	1	1425	31089	32513	38384	1425	1726	tid|139872|AY459533.1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unclassified Siphoviridae genus	Lactobacillus prophage Lj928
contig_22702	1.325E-21	85.500	0.855	0	14	0.072	0.002	727	625	1422	16969	17066	43266	103	113	tid|246787|NZ_QRSV01000019.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
contig_28883	1.616E-26	64.000	0.640	0	297	0.654	0.032	933	107	1264	10028	10866	26423	839	130	tid|154046|NZ_QVHZ01000021.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi
contig_28911	0.000E+00	93.900	0.939	0	77	1.000	0.188	1263	1	1263	882	2144	6720	1263	1924	tid|2302955|NZ_QVGY01000021.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp. AF10-46
contig_28940	0.000E+00	99.500	0.995	0	6	0.994	0.004	1	1254	1262	178701	179954	309891	1254	2221	tid|821|NZ_QSOY01000002.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola vulgatus
contig_8678	0.000E+00	99.000	0.990	0	24	0.995	0.013	2428	1	2440	103888	106314	188162	2428	4244	tid|47678|NZ_QSUJ01000003.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
contig_8736	7.031E-49	76.100	0.761	0	67	0.117	0.004	2139	2421	2428	52187	52471	73931	285	205	tid|2302975|NZ_QVGW01000021.1	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified Erysipelotrichaceae genus	Erysipelotrichaceae bacterium AF15-26LB
contig_8766	0.000E+00	99.600	0.996	0	10	0.999	0.011	2421	1	2423	42504	44924	224020	2421	4303	tid|823|NZ_QSQS01000010.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
contig_8796	1.239E-181	73.700	0.737	0	283	0.446	0.028	1094	18	2416	14242	15321	38352	1080	646	tid|1505|NZ_QSBE01000016.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_8826	0.000E+00	99.700	0.997	0	7	0.999	0.003	4	2412	2412	181097	183505	764023	2409	4291	tid|246787|NZ_QRSV01000002.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
contig_8914	0.000E+00	99.400	0.994	0	14	0.993	0.018	2	2379	2394	15375	17754	131734	2380	4200	tid|821|NZ_QSOY01000011.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola vulgatus
contig_40230	0.000E+00	86.300	0.863	0	140	0.952	0.015	1053	26	1080	30894	31917	68411	1028	1200	tid|2305240|NZ_QWGI01000020.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM25-23AC
contig_4026	3.968E-224	97.800	0.978	0	10	0.089	0.003	1979	1516	5187	52309	52772	163659	464	788	tid|2302974|NZ_QVGG01000007.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae genus	Lachnospiraceae bacterium AM25-17
contig_40289	0.000E+00	99.900	0.999	0	1	1.000	0.005	1	1080	1080	81627	82706	196827	1080	1932	tid|1653434|NZ_QVLW01000005.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis
contig_40375	0.000E+00	98.600	0.986	0	15	0.964	0.001	11	1050	1079	250471	251510	1197962	1040	1802	tid|2293209|NZ_QTYC01000001.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM36-18
contig_40403	0.000E+00	99.700	0.997	0	3	0.963	0.011	1061	23	1079	86862	87900	96483	1039	1850	tid|2302926|NZ_QVMA01000017.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM56-10ce
contig_40432	0.000E+00	90.300	0.903	0	101	0.963	0.176	13	1050	1078	4132	5169	5882	1038	1415	tid|2202644|MG945743.1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae sp.
contig_40461	0.000E+00	87.800	0.878	0	129	0.982	0.002	3	1061	1078	400901	401959	619699	1059	1321	tid|2292002|NZ_QRKI01000001.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM16-24
contig_49036	7.922E-64	80.000	0.800	0	58	0.047	0.046	6190	5901	6190	98	387	6243	290	256	tid|2583098|MK765551.1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Tortoise microvirus 1
contig_49065	0.000E+00	98.300	0.983	0	101	0.993	0.899	1	5921	5962	668	6586	6586	5921	10172	tid|1570321|KM358468.1	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Human astrovirus UK1
contig_49124	0.000E+00	99.800	0.998	0	12	0.783	0.034	6062	1	7745	20001	26062	179550	6062	10817	tid|47678|NZ_QSUJ01000004.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
contig_49153	0.000E+00	73.800	0.738	0	546	0.548	0.364	3093	1005	3814	1752	3835	5726	2089	1214	tid|1986031|KX513877.1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Human gut gokushovirus
contig_49182	0.000E+00	85.200	0.852	0	225	0.259	0.268	2765	4286	5884	3962	5488	5695	1527	1725	tid|2202644|MG945657.1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Microviridae sp.
contig_49210	2.561E-66	72.100	0.721	0	137	0.092	0.011	1580	2072	5384	36395	36887	45154	493	264	tid|310298|NZ_QRUU01000024.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola coprocola
contig_4924	0.000E+00	96.100	0.961	0	63	0.414	0.012	1	1624	3925	138322	139945	140761	1624	2633	tid|2293149|NZ_QTXD01000004.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF16-50
contig_49269	0.000E+00	96.500	0.965	0	143	0.797	0.048	5134	1041	5134	25490	29582	84770	4094	6692	tid|2292364|NZ_QSIG01000009.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. AM34-19LB
contig_49298	0.000E+00	72.600	0.726	0	719	0.552	0.060	3349	675	4846	1959	4582	43855	2675	1515	tid|1505|NZ_QSBE01000013.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_19506	2.590E-89	72.700	0.727	0	162	0.387	0.007	75	669	1539	43531	44124	83596	595	338	tid|1977998|MK415405.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO05_000032F
contig_19565	0.000E+00	99.400	0.994	0	6	0.663	0.016	1	1017	1534	4058	5075	63236	1018	1795	tid|2293035|NZ_QUFB01000015.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM49-4BH
contig_19597	6.872E-266	76.000	0.760	0	314	0.856	0.003	1504	194	1532	20001	21311	396091	1311	924	tid|2292357|NZ_QULS01000001.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp. OM04-11BH
contig_19627	2.233E-83	73.800	0.738	0	138	0.346	0.013	892	364	1531	19118	19644	41835	529	319	tid|2293216|NZ_QTXU01000023.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM43-6
contig_19657	0.000E+00	99.800	0.998	0	2	0.561	0.005	1	858	1530	49143	50000	175643	858	1534	tid|817|NZ_QSOR01000014.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
contig_19688	0.000E+00	84.700	0.847	0	231	0.988	0.002	1529	20	1529	366941	368450	998390	1510	1677	tid|2292352|NZ_QSTA01000001.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. OM08-24
contig_19720	0.000E+00	97.800	0.978	0	33	0.989	0.042	18	1528	1528	26856	28366	35559	1511	2565	tid|371601|NZ_QSOM01000042.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
contig_19750	0.000E+00	88.900	0.889	0	169	1.000	0.317	1533	1	1533	954	2479	4811	1533	1975	tid|1758150|KT264822.1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Gokushovirus WZ-2015a
contig_1978	1.775E-90	67.100	0.671	0	387	0.172	0.022	1347	152	6946	47486	48663	53436	1196	345	tid|1653434|NZ_QVLW01000012.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis
contig_45688	0.000E+00	99.900	0.999	0	1	0.986	0.009	1026	15	1026	84546	85556	108402	1012	1807	tid|2292917|NZ_QTMP01000016.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF16-29
contig_45716	0.000E+00	95.500	0.955	0	46	0.999	0.007	1026	2	1026	4885	5909	146443	1025	1632	tid|166486|NZ_QSFP01000010.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
contig_45745	1.684E-112	74.400	0.744	0	171	0.651	0.079	338	1005	1026	2243	2910	8460	668	414	tid|1505|NZ_QSBE01000126.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_45774	0.000E+00	97.800	0.978	0	23	1.000	0.006	1	1025	1025	57915	58939	184523	1025	1739	tid|2292193|NZ_QRTS01000007.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF26-7BH
contig_45802	0.000E+00	99.900	0.999	0	1	1.000	0.010	1	1018	1018	4076	5092	98152	1018	1817	tid|2302925|NZ_QVLZ01000026.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF32-8BH
contig_45860	6.527E-218	78.100	0.781	0	209	0.933	0.012	1021	67	1024	68444	69398	81013	955	764	tid|1505|NZ_QSBE01000005.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_6788	0.000E+00	77.000	0.770	0	389	0.585	0.022	2898	1204	2898	56798	58491	75535	1695	1274	tid|2293004|NZ_QUFZ01000015.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF22-10
contig_6817	0.000E+00	99.400	0.994	0	17	0.992	0.033	2891	24	2891	1826	4693	87142	2868	5064	tid|2292982|NZ_QUMA01000018.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. OF11-22
contig_6847	0.000E+00	99.000	0.990	0	29	0.993	0.008	2879	19	2881	335232	338092	355405	2861	5006	tid|817|NZ_QSOR01000005.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
contig_11441	2.449E-244	75.100	0.751	0	313	0.613	0.007	800	2064	2064	16858	18115	188426	1265	853	tid|39496|NZ_QSFD01000007.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum
