"orf_id_short","logFC","AveExpr","t","P.Value","adj.P.Val","B","orf_id_original","taxid","rank","taxonomy","score","matches","aligned","coverage","lineage"
"edge_1468",0.0853817077422049,1.32514930784468,4.61914629150919,6.41389467608745e-06,5.7331959215871e-05,3.52089219813183,"edge_1468_72",1,"no rank","root",116,76,76,1,"1"
"edge_1468",0.0768219312310005,1.25830138756484,3.93049548871721,0.000137008381229337,0.00040472590776942,0.695572482507768,"edge_1468_40",1,"no rank","root",116,76,76,1,"1"
"edge_1468",0.0660079279374963,1.19506276271994,4.67474545018287,5.6370768416345e-06,5.32871174529175e-05,3.64675987541337,"edge_1468_68",1,"no rank","root",116,76,76,1,"1"
"edge_1468",0.0675525936374224,1.22640226867925,4.66322521084638,4.66166729156183e-06,4.72913879183444e-05,3.8019905913842,"edge_1468_55",1,"no rank","root",116,76,76,1,"1"
"edge_1468",0.0653921620971629,1.24309959602435,4.4471409620519,1.22960164956114e-05,8.2917452345041e-05,2.89179338899833,"edge_1468_54",1,"no rank","root",116,76,76,1,"1"
"edge_1476",0.0826247706663803,1.26026830628292,4.0344392392944,9.14444338530141e-05,0.000307428743462241,1.06770875940624,"edge_1476_8",1,"no rank","root",34,25,25,1,"1"
"edge_1476",0.0733332524567581,1.34828027700031,3.96236942637736,0.00012536519040689,0.00038003890617449,0.78429976228713,"edge_1476_18",1,"no rank","root",34,25,25,1,"1"
"edge_1476",0.0744310043623812,1.19113523110771,5.84886297389866,1.84375205739511e-08,1.53901090044939e-06,9.05861390918341,"edge_1476_19",1,"no rank","root",34,25,25,1,"1"
"edge_1476",0.0692969210036604,1.45992451645859,4.31251437965348,2.46792814520164e-05,0.000124635759822083,2.26349469693668,"edge_1476_21",1,"no rank","root",34,25,25,1,"1"
"edge_1476",0.0877497196992816,1.44780756395625,4.63198548706437,6.44457820844205e-06,5.7331959215871e-05,3.53091439664887,"edge_1476_20",1,"no rank","root",34,25,25,1,"1"
"edge_1476",0.0693627361789328,1.21464075259836,4.34952618866028,2.84667467839938e-05,0.000134374663900771,2.16278911369639,"edge_1476_10",1,"no rank","root",34,25,25,1,"1"
"edge_1476",0.0614476860803035,1.52427224372541,2.55900371135222,0.0124552349548627,0.0160764277068066,-3.36655793112269,"edge_1476_22",1,"no rank","root",34,25,25,1,"1"
"edge_1476",0.0732980293717809,1.47788203491306,3.49386286114855,0.000823402741565834,0.00161674918611356,-0.891908030895409,"edge_1476_23",1,"no rank","root",34,25,25,1,"1"
"edge_1476",0.0924197448976032,1.30203077713729,5.14271321039666,1.04500958226315e-06,1.88836497169896e-05,5.28210563942289,"edge_1476_4",1,"no rank","root",34,25,25,1,"1"
"edge_1501",0.0533285322226431,1.2165374238152,3.23833485592863,0.00157128110640583,0.00276168176224672,-1.55656336533393,"edge_1501_16",2832643,"species","Caudoviricetes sp.",82,39,21,0.5,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1512",0.0453620607060099,1.24475100307314,2.84011769389269,0.00497093517244397,0.00730481134298786,-2.59732764512915,"edge_1512_4",2832643,"species","Caudoviricetes sp.",106,85,54,0.65,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1512",0.0471014211959609,1.39591222953447,2.24679205933489,0.0266295060906271,0.0319140142941039,-4.03579571464214,"edge_1512_1",2832643,"species","Caudoviricetes sp.",106,85,54,0.65,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1512",0.0558920310073738,1.25937009860373,3.48568258909275,0.000570515537797176,0.00120621795148525,-0.664464844477293,"edge_1512_14",2832643,"species","Caudoviricetes sp.",106,85,54,0.65,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_16",0.0694160704540426,1.29117245086693,3.81189704047698,0.00016724388686909,0.000467757086249342,0.471881326337082,"edge_16_14",1,"no rank","root",32,19,19,1,"1"
"edge_16",0.0447477166909174,1.3617179904579,2.07096729124713,0.0400403506733821,0.0463530185723387,-4.38755947918078,"edge_16_18",1,"no rank","root",32,19,19,1,"1"
"edge_16",0.0507045139188136,1.34053776570017,3.10855542510505,0.00212809729238428,0.00357205300238378,-1.84393137285909,"edge_16_4",1,"no rank","root",32,19,19,1,"1"
"edge_16",0.0460239863425144,1.32526196502365,2.68008351290335,0.00790945114533902,0.010812388001873,-3.00984547809665,"edge_16_2",1,"no rank","root",32,19,19,1,"1"
"edge_16",0.0457363144995074,1.2694673005744,2.74597937773471,0.00641530663259301,0.009058976948222,-2.83439904584389,"edge_16_9",1,"no rank","root",32,19,19,1,"1"
"edge_16",0.0463991634517288,1.31654080395476,2.5679819982266,0.0109812485170992,0.0144152257775542,-3.29544981025425,"edge_16_17",1,"no rank","root",32,19,19,1,"1"
"edge_16",0.0448876786968072,1.39418075188472,2.42609417356787,0.0169015861517605,0.021085959422342,-3.64641140373926,"edge_16_19",1,"no rank","root",32,19,19,1,"1"
"edge_16",0.0638193287456413,1.33416102735071,4.0546218415154,6.52500828396259e-05,0.000238425658148586,1.34047172774022,"edge_16_5",1,"no rank","root",32,19,19,1,"1"
"edge_16",0.0446522425067603,1.2917784073966,2.47366804911351,0.0142061888363466,0.0181040852773937,-3.52211101021099,"edge_16_3",1,"no rank","root",32,19,19,1,"1"
"edge_16",0.042133611682946,1.3408277641183,2.48400046347536,0.0136073672557159,0.0173984745508408,-3.49247600850733,"edge_16_12",1,"no rank","root",32,19,19,1,"1"
"edge_1627",0.0866322065654289,1.22814664613898,4.87179048795165,2.98841361473213e-06,3.599239742243e-05,4.27095617165425,"edge_1627_34",2832643,"species","Caudoviricetes sp.",74,47,31,0.65,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1627",0.089418255830911,1.26033493265997,5.76626704383181,2.30845805932883e-08,1.77982116374253e-06,8.83091921584406,"edge_1627_28",2832643,"species","Caudoviricetes sp.",74,47,31,0.65,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1627",0.0900145062589351,1.24718623985268,5.46165543842073,1.09869043748175e-07,5.18626730999037e-06,7.3465920711588,"edge_1627_29",2832643,"species","Caudoviricetes sp.",74,47,31,0.65,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1627",0.0797293966261565,1.25784268181154,5.21717856889849,3.70422492954173e-07,1.07098403275375e-05,6.19597137038316,"edge_1627_22",2832643,"species","Caudoviricetes sp.",74,47,31,0.65,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1631",0.0821635332879632,1.22287967095932,5.50575557049856,1.6696366442951e-07,7.02158101500831e-06,7.00095820353144,"edge_1631_4",2832643,"species","Caudoviricetes sp.",121,64,37,0.55,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1631",0.0652117422279333,1.16077571384943,4.8244112434766,2.2442572396113e-06,3.18464232835641e-05,4.48749397498168,"edge_1631_21",2832643,"species","Caudoviricetes sp.",121,64,37,0.55,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1631",0.0797273914678315,1.20284673543078,4.60524066865631,2.13942467916177e-05,0.000114020490389428,2.51631104249061,"edge_1631_28",2832643,"species","Caudoviricetes sp.",121,64,37,0.55,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1632",0.0880298393107932,1.2836416242096,5.02435521177331,2.62257544476703e-06,3.31288133367728e-05,4.45308543942889,"edge_1632_2",2832643,"species","Caudoviricetes sp.",25,19,16,0.81,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1632",0.0734598567448904,1.29426640756203,4.77617028761378,3.32159791289739e-06,3.8223164042446e-05,4.1412398990414,"edge_1632_1",2832643,"species","Caudoviricetes sp.",25,19,16,0.81,"10239;2731341;2731360;2731618;2731619;2788787;2832643"
"edge_1633",0.0751041434789047,1.25071390691208,4.81990954300277,3.2663520531992e-06,3.77753614952487e-05,4.17038978026914,"edge_1633_26",10239,"superkingdom","Viruses",119,80,50,0.6,"10239"
"edge_1633",0.0816263041776516,1.22559246906933,5.17431268078989,5.29039637497591e-07,1.36527272530097e-05,5.86920520915312,"edge_1633_38",10239,"superkingdom","Viruses",119,80,50,0.6,"10239"
"edge_1633",0.0851644577582675,1.33356560532259,4.95822392334613,1.27137235101899e-06,2.1309306144253e-05,5.03168763906182,"edge_1633_13",10239,"superkingdom","Viruses",119,80,50,0.6,"10239"
"edge_1633",0.0760583718912477,1.30483944476445,4.98134372721707,1.20165452625939e-06,2.05883475499108e-05,5.08517528110761,"edge_1633_25",10239,"superkingdom","Viruses",119,80,50,0.6,"10239"
"edge_1633",0.0918933106711896,1.3423702811834,5.30187332979613,3.3104752944678e-07,1.07098403275375e-05,6.33163022818355,"edge_1633_14",10239,"superkingdom","Viruses",119,80,50,0.6,"10239"
"edge_1709",0.0405002080421509,1.32267449946577,2.15029712754395,0.0331331006625773,0.0390406835621708,-4.24146462541414,"edge_1709_37",1,"no rank","root",100,68,68,1,"1"
"edge_1709",0.0568109342127938,1.30383998002142,3.52629974136044,0.000492444776428269,0.00107051199988589,-0.522505951186286,"edge_1709_54",1,"no rank","root",100,68,68,1,"1"
"edge_1709",0.0443470708266029,1.3144897558152,2.34908099722259,0.0201776948883786,0.0247067275155212,-3.81749982511991,"edge_1709_52",1,"no rank","root",100,68,68,1,"1"
"edge_1709",0.04717632548528,1.25638287997903,2.65164594778935,0.00891334080234846,0.0119805603695526,-3.11040460417238,"edge_1709_38",1,"no rank","root",100,68,68,1,"1"
"edge_1732",0.0610237464800883,1.37492359981453,3.27054654795315,0.0015445845793732,0.00271889203355419,-1.50036344604882,"edge_1732_34",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0616088152957127,1.3477735628925,3.18532955036909,0.00214752740103633,0.00358644828779569,-1.78772331376157,"edge_1732_53",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.067445160691323,1.43499261140136,3.36530354539302,0.00117020340529377,0.0021346060539783,-1.23788934790997,"edge_1732_18",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0608945602152358,1.42646197885771,2.76827269065918,0.00720360051946832,0.010013177885535,-2.87104082543052,"edge_1732_19",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0678032041349743,1.39318787418418,4.04530918810988,9.35950056230651e-05,0.000311489565476474,1.06127601332502,"edge_1732_37",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0689222941056767,1.28989965562922,4.15394154275397,8.03536784103096e-05,0.000277311816735208,1.23270170400447,"edge_1732_78",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0627081279441734,1.36984012590743,3.22260076244694,0.00189841594723751,0.00323282876160009,-1.67506731025266,"edge_1732_39",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0596651886784577,1.3731889270114,2.99400815125308,0.00371255906536384,0.00573623855590285,-2.28652426449646,"edge_1732_40",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0626064472292705,1.44241809521452,2.96769734556884,0.00389522305995121,0.00597853413249314,-2.33138700680563,"edge_1732_12",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.064249614372236,1.43056265147283,2.97229942080306,0.00406516024171209,0.00619414732482218,-2.35648618874978,"edge_1732_7",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0652117930741192,1.39422386476189,3.0228638644052,0.003769756994663,0.0058168431812245,-2.27338425422085,"edge_1732_9",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0629633894931281,1.39086918247345,3.34409871734611,0.00120896899047376,0.00219608018149069,-1.27775216799587,"edge_1732_41",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.061001245850238,1.36420651283911,3.21675441144771,0.00184836053011142,0.00316451362409157,-1.66246706901177,"edge_1732_35",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.078848079123242,1.3667490423825,4.50572311735611,2.00058422789499e-05,0.000110175031407645,2.5299006605949,"edge_1732_42",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0656164918832993,1.38071066931839,3.62059417146738,0.000465246110755258,0.00102682657841308,-0.411682308455407,"edge_1732_32",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0635445981830144,1.34171536841362,3.55950311615955,0.000607561143883068,0.00126945702421096,-0.648496028812669,"edge_1732_59",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0607957463564755,1.46438426381914,2.78376850715625,0.00663477789353648,0.00931203960421716,-2.80519473334316,"edge_1732_29",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1732",0.0619765424123707,1.37327032552552,3.227676588534,0.0017797922194315,0.00305843937856245,-1.62792942526376,"edge_1732_31",10239,"superkingdom","Viruses",122,79,65,0.84,"10239"
"edge_1782",0.0554300046050428,1.29437357128159,2.60789944128199,0.010097249727279,0.013391593244952,-3.21520421409115,"edge_1782_34",1,"no rank","root",60,41,41,1,"1"
"edge_1782",0.053813428944616,1.29148306979659,2.56313080509434,0.011476373464357,0.0149632761122085,-3.32442373850026,"edge_1782_36",1,"no rank","root",60,41,41,1,"1"
"edge_1782",0.0579212301789934,1.29016946772442,3.02058037874297,0.00290522449650733,0.00463114008299205,-2.10947610194656,"edge_1782_30",1,"no rank","root",60,41,41,1,"1"
"edge_1782",0.0500493089568294,1.26576946102459,2.81765739677514,0.00563081404445124,0.00815023334469069,-2.69448364351356,"edge_1782_18",1,"no rank","root",60,41,41,1,"1"
"edge_1845",0.0618365845282378,1.38188570121182,3.34147351708794,0.00100049863231252,0.00188295633567035,-1.14593333850966,"edge_1845_21",10239,"superkingdom","Viruses",70,47,37,0.75,"10239"
"edge_1845",0.0814844334926875,1.33887939825906,4.28972990874716,5.2603997606175e-05,0.000205603322997515,1.64558096256557,"edge_1845_43",10239,"superkingdom","Viruses",70,47,37,0.75,"10239"
"edge_1845",0.0602821025168724,1.33546627147032,3.45126739747456,0.000824505450510114,0.00161754122733664,-0.939308511726288,"edge_1845_22",10239,"superkingdom","Viruses",70,47,37,0.75,"10239"
"edge_1847",0.0720985207506842,1.3348694641497,3.64253231445689,0.000517696233108239,0.00111596587807955,-0.48303886093726,"edge_1847_38",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0776560080978086,1.3572496806025,3.61860861167932,0.000669546805837234,0.00137532940998334,-0.685585567084389,"edge_1847_30",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0764683120878663,1.4574376580379,3.73501688924763,0.000363305291727468,0.000841166306071706,-0.159013030955027,"edge_1847_33",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0760100538024281,1.36045623826711,3.85291490811073,0.000258135556295835,0.00064969264604164,0.165844475230235,"edge_1847_31",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0654868748018551,1.26609617925147,3.60333766535547,0.000692613579717061,0.00140898435346136,-0.718875934747009,"edge_1847_19",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0781031080954013,1.36464666931246,4.16138239362841,8.33313318523922e-05,0.000284705126402634,1.21119407334388,"edge_1847_32",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0796821654726268,1.28937824484982,4.26024553090784,9.4448823519675e-05,0.000313879495403747,1.16417854943986,"edge_1847_3",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0684799885924906,1.31227925644844,3.64030543943457,0.00052591612252352,0.00112947445812154,-0.493769874588144,"edge_1847_10",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0682040242851293,1.28674458302972,3.52280379676187,0.000990791849352306,0.00186937196058892,-1.02923302652382,"edge_1847_35",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0854260213556748,1.34398757509042,4.49863018500163,4.32622333475206e-05,0.000179974003116574,1.90425687871686,"edge_1847_8",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0782815749160119,1.44159248718313,3.82946250342472,0.000264232454031366,0.000656465806846993,0.13625437511269,"edge_1847_41",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0717717824272505,1.31258393450425,3.82871116211681,0.000279958761488148,0.000687414665947012,0.0872749199612697,"edge_1847_34",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0707198922496069,1.29930338423244,3.75801152261791,0.000489789507474404,0.00106635248263896,-0.371123691429329,"edge_1847_18",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0751152953874294,1.42435378444855,4.05035214612083,0.000123312489800741,0.00037479867136546,0.845997092414965,"edge_1847_39",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0896000923246007,1.29152230264548,5.22318120509347,3.73539700301977e-06,4.10091368742182e-05,4.22879693736825,"edge_1847_13",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0664224844018883,1.31284562271985,3.98635351531541,0.00015569065626452,0.000443498652082527,0.626466537275411,"edge_1847_37",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.07615285988777,1.26367971493933,5.28203591500759,6.94831643842249e-07,1.5020052263618e-05,5.68408144909829,"edge_1847_11",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.079895391178021,1.32159722310697,4.38685849129558,4.09299541579148e-05,0.000173708227462857,1.8930858039013,"edge_1847_23",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0707371169100945,1.34662281114869,3.95481484533095,0.000184925893208921,0.000508601178349861,0.477532548117735,"edge_1847_44",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0764737036127199,1.42595540693584,3.86726739373631,0.000232316933689244,0.000602409268635898,0.257322139903226,"edge_1847_1",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0776143374702765,1.48552912935755,3.71157882757748,0.000392897901151903,0.000895342704792465,-0.229650201623436,"edge_1847_2",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0824478201517132,1.29300179441292,4.80574876161808,1.55083239581063e-05,9.51134071135296e-05,2.87418462588376,"edge_1847_4",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.065204811599459,1.36456861402831,3.73735740176971,0.000382869664946726,0.000876005881234609,-0.198761404272493,"edge_1847_40",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0861579987271212,1.49633205836563,5.50308814696878,1.25991626836263e-07,5.60420447831301e-06,7.24885313593126,"edge_1847_24",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_1847",0.0748031169806389,1.47276100145733,3.49792937012033,0.000791457458420566,0.00156867275177958,-0.876372685112539,"edge_1847_43",10239,"superkingdom","Viruses",81,57,44,0.77,"10239"
"edge_187",0.0597226555977947,1.52696737688753,2.96305465871138,0.00330288777330039,0.00516536809982677,-2.22296454775792,"edge_187_7",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.0565873879340075,1.3761489305546,3.06941796808834,0.002352084893579,0.00386390082304562,-1.93168385926045,"edge_187_10",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.0790409902235205,1.76150321849213,3.15260708819754,0.00177388924801492,0.00305283171923997,-1.64859750161803,"edge_187_4",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.0685979546159312,1.50230370888692,3.31715416615911,0.00101679761468777,0.00190587753871379,-1.1657433272417,"edge_187_6",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.0518730727190283,1.36609196678571,2.80090792284988,0.00544820634594149,0.00792061676817263,-2.68197582606463,"edge_187_11",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.0741214668379687,1.38551153479367,4.11686335663676,5.06241431383525e-05,0.000200502813491454,1.58304088928223,"edge_187_9",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.0811135756940062,1.67614579693756,3.52012845771078,0.000496221954312234,0.00107569014088491,-0.497348440801779,"edge_187_3",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.0668300552164526,1.57281862663962,3.13683596439365,0.00188145997194701,0.00321167300008371,-1.71970970449517,"edge_187_2",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.0785028852161856,1.48696316647455,3.76920446773556,0.000200415609010799,0.000540281239675964,0.316085182014536,"edge_187_8",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.0866496299858526,1.62217087339523,4.00574061318749,7.72363511331001e-05,0.000272744549879176,1.20914354507883,"edge_187_5",1,"no rank","root",15,12,12,1,"1"
"edge_187",0.077927619860783,1.64146865209639,3.83274989233893,0.000153617089633458,0.000439204361337687,0.574216749623579,"edge_187_1",1,"no rank","root",15,12,12,1,"1"
"edge_1979",0.0801300560372012,1.32171181712267,5.23349699265744,3.15578939803537e-07,1.05787548951534e-05,6.34657484217473,"edge_1979_7",1,"no rank","root",11,8,8,1,"1"
"edge_1980",0.0507941702775015,1.56347988667303,2.9328863840307,0.00360761933189064,0.0056002842380289,-2.30531369035332,"edge_1980_3",1,"no rank","root",7,6,6,1,"1"
"edge_1980",0.0559690108524592,1.36336008583011,3.72847530906304,0.000228591158838189,0.000595033811298389,0.188289485164031,"edge_1980_4",1,"no rank","root",7,6,6,1,"1"
"edge_1980",0.0481108379963005,1.35261551902566,2.76889174019894,0.00595682941961379,0.00853136002945306,-2.76248221893371,"edge_1980_1",1,"no rank","root",7,6,6,1,"1"
"edge_1980",0.0682324487185521,1.38095107847555,4.17464059342411,3.86617905509675e-05,0.000167513820619955,1.82687844175928,"edge_1980_2",1,"no rank","root",7,6,6,1,"1"
"edge_1986",0.0652443672814208,1.29799063296955,4.72127892622859,3.57287752219972e-06,4.06349812819321e-05,4.05301194367707,"edge_1986_3",1,"no rank","root",4,3,3,1,"1"
"edge_1987",0.0850899006501416,1.37412937845506,4.83441286483261,2.08222706507914e-06,3.03043345083349e-05,4.56336509368601,"edge_1987_4",1,"no rank","root",8,8,8,1,"1"
"edge_1989",0.0793398278378225,1.21426277836183,5.09963189990149,8.19556886700863e-07,1.61183985974544e-05,5.46825478766181,"edge_1989_50",1,"no rank","root",108,72,72,1,"1"
"edge_1989",0.0429887161016941,1.34159678145367,2.59725811851666,0.010169563289458,0.0134643388028142,-3.22377158670858,"edge_1989_20",1,"no rank","root",108,72,72,1,"1"
"edge_1989",0.0637874728624261,1.37244441754659,3.320516888514,0.00104745285190897,0.00195383745682697,-1.19836043609651,"edge_1989_12",1,"no rank","root",108,72,72,1,"1"
"edge_1990",0.0668649680388664,1.40476311960254,3.59390545343095,0.000411538105841225,0.000930486450450395,-0.340329968309067,"edge_1990_4",1,"no rank","root",4,4,4,1,"1"
"edge_1990",0.0616129330307887,1.25681654226208,3.91395346031438,0.000111159321502058,0.000350288161627058,0.836873025294094,"edge_1990_2",1,"no rank","root",4,4,4,1,"1"
"edge_1990",0.0661243881876215,1.18397109127665,5.3564283571532,1.80856776537185e-07,7.24123043006018e-06,6.87265281203358,"edge_1990_1",1,"no rank","root",4,4,4,1,"1"
"edge_2044",0.0464608433905626,1.33022515688537,2.83585052515787,0.00488967144964434,0.00721288907080826,-2.59437305874986,"edge_2044_10",1,"no rank","root",80,51,51,1,"1"
"edge_2044",0.0809479581333505,1.30677372572177,4.34604783486133,2.5239436352382e-05,0.000125953118673429,2.25955517255828,"edge_2044_32",1,"no rank","root",80,51,51,1,"1"
"edge_2044",0.0589443695845615,1.25488095125945,3.51709991167324,0.000526752860448184,0.00113022204658316,-0.576681112480471,"edge_2044_33",1,"no rank","root",80,51,51,1,"1"
"edge_2044",0.0651412046449784,1.26580814863685,4.07308013885189,6.07252251814906e-05,0.000226179461907871,1.40007980347259,"edge_2044_2",1,"no rank","root",80,51,51,1,"1"
"edge_2044",0.0583390796603574,1.37953805238323,3.48348254759815,0.000565196104397841,0.00119825718558406,-0.646379458612198,"edge_2044_9",1,"no rank","root",80,51,51,1,"1"
"edge_2044",0.0492745462914545,1.26221530404562,3.07118861656333,0.00243793958914209,0.00399076735292686,-1.96049752824685,"edge_2044_12",1,"no rank","root",80,51,51,1,"1"
"edge_2044",0.0673778229253462,1.21943369542733,4.24633866913389,3.51176134661133e-05,0.00015650682070736,1.93960819239146,"edge_2044_40",1,"no rank","root",80,51,51,1,"1"
"edge_2044",0.0514500303327419,1.24131032685039,3.42753896676456,0.000720923953324669,0.00145632934850651,-0.870768200143625,"edge_2044_38",1,"no rank","root",80,51,51,1,"1"
"edge_2044",0.0650560634584399,1.25711862636473,3.96430720389584,9.87606434372411e-05,0.000322190928448997,0.96460980923066,"edge_2044_8",1,"no rank","root",80,51,51,1,"1"
