virus_comp_11460_cycle_1	2832643	species	Caudoviricetes sp.	5	2	1	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11469_cycle_1	2832643	species	Caudoviricetes sp.	2	2	1	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11480_cycle_1	38018	species	Bacteriophage sp.	3	2	1	0.500	10239;12333;38018
virus_comp_11485_cycle_1	2832643	species	Caudoviricetes sp.	5	4	3	0.980	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11488_cycle_1	10239	superkingdom	Viruses	1	1	1	1.000	10239
virus_comp_11491_cycle_1	2202644	species	Microviridae sp.	3	3	2	0.950	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_11493_cycle_1	2828204	species	Siphoviridae sp. ctZCl11	3	3	3	1.000	10239;2731341;2731360;2731618;2731619;2788787;2828204
virus_comp_11495_cycle_1	38018	species	Bacteriophage sp.	3	2	1	0.500	10239;12333;38018
virus_comp_11496_cycle_1	2832643	species	Caudoviricetes sp.	1	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11501_cycle_1	1623305	genus	Skunavirus	3	2	1	0.500	10239;2731341;2731360;2731618;2731619;1623305
virus_comp_11504_cycle_1	1	no rank	root	4	4	4	1.000	1
virus_comp_11515_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_11522_cycle_1	0	no rank	unclassified	1	0	0	0.000	
virus_comp_11529_cycle_1	2832643	species	Caudoviricetes sp.	3	3	2	0.960	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11535_cycle_1	1636582	no rank	Lactococcus phage 936 group phage PhiL.6	2	2	1	0.500	10239;2731341;2731360;2731618;2731619;1623305;2845455;1636582
virus_comp_11538_cycle_1	2832643	species	Caudoviricetes sp.	2	2	1	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11547_cycle_1	1	no rank	root	2	1	1	1.000	1
virus_comp_11550_cycle_1	2832643	species	Caudoviricetes sp.	1	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11553_cycle_1	38018	species	Bacteriophage sp.	1	1	1	1.000	10239;12333;38018
virus_comp_11556_cycle_1	1	no rank	root	4	2	2	1.000	1
virus_comp_11557_cycle_1	1	no rank	root	2	1	1	1.000	1
virus_comp_11565_cycle_1	0	no rank	unclassified	2	0	0	0.000	
virus_comp_11569_cycle_1	2832643	species	Caudoviricetes sp.	3	2	2	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11570_cycle_1	1623305	genus	Skunavirus	5	4	2	0.650	10239;2731341;2731360;2731618;2731619;1623305
virus_comp_11580_cycle_1	1	no rank	root	1	1	1	1.000	1
virus_comp_11582_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_11583_cycle_1	2832643	species	Caudoviricetes sp.	3	3	3	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11597_cycle_1	38018	species	Bacteriophage sp.	2	2	1	0.500	10239;12333;38018
virus_comp_11606_cycle_1	1636587	no rank	Lactococcus phage 936 group phage PhiS0139	5	3	1	0.900	10239;2731341;2731360;2731618;2731619;1623305;2845458;1636587
virus_comp_11608_cycle_1	2202644	species	Microviridae sp.	2	2	2	1.000	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_11612_cycle_1	1	no rank	root	2	2	2	1.000	1
virus_comp_11613_cycle_1	1	no rank	root	2	2	2	1.000	1
virus_comp_11627_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_11634_cycle_1	2832643	species	Caudoviricetes sp.	2	2	2	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11639_cycle_1	1	no rank	root	4	4	4	1.000	1
virus_comp_11649_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_11656_cycle_1	2832643	species	Caudoviricetes sp.	2	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11657_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_11660_cycle_1	2832643	species	Caudoviricetes sp.	5	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_11667_cycle_1	1	no rank	root	6	3	3	1.000	1
virus_comp_11670_cycle_1	1	no rank	root	3	2	2	1.000	1
virus_comp_11677_cycle_1	2731619	class	Caudoviricetes	6	5	4	0.680	10239;2731341;2731360;2731618;2731619
virus_comp_1814_cycle_1	10239	superkingdom	Viruses	13	11	8	0.750	10239
virus_comp_1815_cycle_1	1	no rank	root	10	8	8	1.000	1
virus_comp_1816_cycle_1	1	no rank	root	37	18	18	1.000	1
virus_comp_1817_cycle_1	142786	genus	Norovirus	9	6	6	1.000	10239;2559587;2732396;2732408;2732506;464095;11974;142786
virus_comp_1818_cycle_1	1	no rank	root	14	12	12	1.000	1
virus_comp_1819_cycle_1	2832643	species	Caudoviricetes sp.	17	13	12	0.990	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1820_cycle_1	2832643	species	Caudoviricetes sp.	8	7	7	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1821_cycle_1	1	no rank	root	14	11	11	1.000	1
virus_comp_1824_cycle_1	2832643	species	Caudoviricetes sp.	15	12	10	0.900	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1828_cycle_1	10239	superkingdom	Viruses	7	3	2	0.670	10239
virus_comp_924_cycle_2	2832643	species	Caudoviricetes sp.	57	47	47	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_925_cycle_1	2832643	species	Caudoviricetes sp.	10	5	5	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_926_cycle_1	2832643	species	Caudoviricetes sp.	13	9	9	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_927_cycle_1	2832643	species	Caudoviricetes sp.	6	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_928_cycle_1	1	no rank	root	5	5	5	1.000	1
virus_comp_932_cycle_1	1	no rank	root	10	10	10	1.000	1
virus_comp_933_cycle_1	1	no rank	root	30	29	29	1.000	1
virus_comp_934_cycle_1	1	no rank	root	48	33	33	1.000	1
virus_comp_935_cycle_1	1	no rank	root	13	10	10	1.000	1
virus_comp_936_cycle_1	38018	species	Bacteriophage sp.	8	5	3	0.660	10239;12333;38018
virus_comp_18177_cycle_1	2832643	species	Caudoviricetes sp.	22	12	6	0.620	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18178_cycle_1	10239	superkingdom	Viruses	24	10	6	0.570	10239
virus_comp_18181_cycle_1	2826681	species	Myoviridae sp. ctgXL3	6	6	5	0.980	10239;2731341;2731360;2731618;2731619;2788787;2826681
virus_comp_18182_cycle_1	2202644	species	Microviridae sp.	15	11	8	0.630	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_18186_cycle_1	2202644	species	Microviridae sp.	18	11	11	1.000	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_18190_cycle_1	1	no rank	root	29	16	16	1.000	1
virus_comp_18191_cycle_1	1	no rank	root	17	11	11	1.000	1
virus_comp_18195_cycle_1	2832643	species	Caudoviricetes sp.	10	10	10	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18196_cycle_1	1	no rank	root	19	15	15	1.000	1
virus_comp_18197_cycle_1	1	no rank	root	17	11	11	1.000	1
virus_comp_18299_cycle_1	1	no rank	root	11	8	8	1.000	1
virus_comp_18303_cycle_1	10239	superkingdom	Viruses	11	9	5	0.650	10239
virus_comp_18304_cycle_1	1	no rank	root	20	9	9	1.000	1
virus_comp_18305_cycle_1	1	no rank	root	4	2	2	1.000	1
virus_comp_18309_cycle_1	1	no rank	root	12	6	6	1.000	1
virus_comp_18326_cycle_1	2832643	species	Caudoviricetes sp.	9	6	5	0.760	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18332_cycle_1	2832643	species	Caudoviricetes sp.	4	2	1	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18338_cycle_1	2832643	species	Caudoviricetes sp.	7	4	2	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18339_cycle_1	1	no rank	root	11	9	9	1.000	1
virus_comp_18347_cycle_1	2832643	species	Caudoviricetes sp.	8	7	5	0.790	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18380_cycle_1	1	no rank	root	11	7	7	1.000	1
virus_comp_18383_cycle_1	1	no rank	root	12	8	8	1.000	1
virus_comp_18387_cycle_1	1	no rank	root	6	5	5	1.000	1
virus_comp_18390_cycle_1	2788787	no rank	unclassified Caudoviricetes	8	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787
virus_comp_18395_cycle_1	1	no rank	root	1	1	1	1.000	1
virus_comp_18397_cycle_1	1	no rank	root	25	16	16	1.000	1
virus_comp_18405_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_18407_cycle_1	2832643	species	Caudoviricetes sp.	6	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18412_cycle_1	1	no rank	root	16	13	13	1.000	1
virus_comp_18422_cycle_1	1	no rank	root	11	7	7	1.000	1
virus_comp_18550_cycle_1	1	no rank	root	4	3	3	1.000	1
edge_4	1	no rank	root	144	77	77	1.000	1
edge_2063	1	no rank	root	34	28	28	1.000	1
edge_16	1	no rank	root	32	19	19	1.000	1
edge_2104	10239	superkingdom	Viruses	6	6	3	0.500	10239
edge_61	2832643	species	Caudoviricetes sp.	71	46	40	0.880	10239;2731341;2731360;2731618;2731619;2788787;2832643
edge_72	1	no rank	root	38	24	24	1.000	1
edge_75	1	no rank	root	49	28	28	1.000	1
edge_2143	2832643	species	Caudoviricetes sp.	95	61	40	0.740	10239;2731341;2731360;2731618;2731619;2788787;2832643
edge_3176	10239	superkingdom	Viruses	19	15	11	0.670	10239
edge_2429	2832643	species	Caudoviricetes sp.	38	28	22	0.750	10239;2731341;2731360;2731618;2731619;2788787;2832643
edge_2435	2832643	species	Caudoviricetes sp.	33	24	14	0.510	10239;2731341;2731360;2731618;2731619;2788787;2832643
edge_2454	1623305	genus	Skunavirus	33	21	14	0.820	10239;2731341;2731360;2731618;2731619;1623305
edge_2455	2731619	class	Caudoviricetes	25	16	11	0.760	10239;2731341;2731360;2731618;2731619
edge_2461	1623305	genus	Skunavirus	33	22	12	0.530	10239;2731341;2731360;2731618;2731619;1623305
edge_2483	1623305	genus	Skunavirus	9	6	4	0.790	10239;2731341;2731360;2731618;2731619;1623305
edge_2484	2731619	class	Caudoviricetes	65	46	33	0.780	10239;2731341;2731360;2731618;2731619
edge_3509	1	no rank	root	12	5	5	1.000	1
edge_2486	2731619	class	Caudoviricetes	64	43	27	0.570	10239;2731341;2731360;2731618;2731619
edge_3513	1	no rank	root	20	17	17	1.000	1
edge_48755	1	no rank	root	28	14	14	1.000	1
edge_48771	10239	superkingdom	Viruses	6	5	3	0.740	10239
edge_1672	10239	superkingdom	Viruses	159	98	96	0.970	10239
edge_48778	2788787	no rank	unclassified Caudoviricetes	32	20	19	0.940	10239;2731341;2731360;2731618;2731619;2788787
edge_1677	10239	superkingdom	Viruses	36	28	27	1.000	10239
edge_3739	1	no rank	root	33	24	24	1.000	1
edge_48806	1	no rank	root	13	9	9	1.000	1
edge_1707	1	no rank	root	30	21	21	1.000	1
edge_1709	1	no rank	root	100	68	68	1.000	1
edge_1710	38018	species	Bacteriophage sp.	4	3	2	0.950	10239;12333;38018
edge_1990	1	no rank	root	4	4	4	1.000	1
edge_1997	1	no rank	root	113	67	67	1.000	1
edge_976	1978007	order	Crassvirales	18	9	8	0.700	10239;2731341;2731360;2731618;2731619;1978007
edge_2007	10239	superkingdom	Viruses	87	62	42	0.650	10239
edge_2008	2788787	no rank	unclassified Caudoviricetes	45	35	22	0.590	10239;2731341;2731360;2731618;2731619;2788787
edge_2018	2788787	no rank	unclassified Caudoviricetes	22	17	16	0.930	10239;2731341;2731360;2731618;2731619;2788787
edge_2044	1	no rank	root	80	51	51	1.000	1
virus_comp_3_cycle_1	1	no rank	root	16	9	9	1.000	1
virus_comp_4_cycle_1	1	no rank	root	11	5	5	1.000	1
virus_comp_8_cycle_1	1	no rank	root	4	4	4	1.000	1
virus_comp_54_cycle_1	1	no rank	root	2	1	1	1.000	1
virus_comp_60_cycle_1	1	no rank	root	54	34	34	1.000	1
virus_comp_62_cycle_1	1	no rank	root	84	62	62	1.000	1
virus_comp_64_cycle_1	2832643	species	Caudoviricetes sp.	3	2	1	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_67_cycle_1	1	no rank	root	79	50	50	1.000	1
virus_comp_69_cycle_1	1	no rank	root	113	56	56	1.000	1
virus_comp_73_cycle_1	1	no rank	root	20	16	16	1.000	1
virus_comp_74_cycle_1	1	no rank	root	1	1	1	1.000	1
virus_comp_81_cycle_1	1	no rank	root	11	6	6	1.000	1
virus_comp_85_cycle_1	2832643	species	Caudoviricetes sp.	4	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_995_cycle_1	1	no rank	root	32	18	18	1.000	1
virus_comp_996_cycle_1	2731619	class	Caudoviricetes	15	12	7	0.760	10239;2731341;2731360;2731618;2731619
virus_comp_997_cycle_1	1	no rank	root	9	5	5	1.000	1
virus_comp_998_cycle_1	1	no rank	root	37	25	25	1.000	1
virus_comp_999_cycle_1	38018	species	Bacteriophage sp.	33	25	24	0.950	10239;12333;38018
virus_comp_1000_cycle_1	1	no rank	root	49	30	30	1.000	1
virus_comp_1001_cycle_1	2942989	genus	Afonbuvirus	88	56	27	0.520	10239;2731341;2731360;2731618;2731619;1978007;2942966;2942968;2942989
virus_comp_1002_cycle_1	2832643	species	Caudoviricetes sp.	35	28	27	0.960	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1003_cycle_1	2832643	species	Caudoviricetes sp.	27	24	23	0.960	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1004_cycle_1	1	no rank	root	3	1	1	1.000	1
virus_comp_1034_cycle_1	1	no rank	root	32	29	29	1.000	1
virus_comp_1035_cycle_1	38018	species	Bacteriophage sp.	10	9	4	0.650	10239;12333;38018
virus_comp_1036_cycle_1	10239	superkingdom	Viruses	5	5	4	0.680	10239
virus_comp_1037_cycle_1	1	no rank	root	44	32	32	1.000	1
virus_comp_1038_cycle_1	1	no rank	root	12	8	8	1.000	1
virus_comp_1039_cycle_1	10239	superkingdom	Viruses	30	24	13	0.500	10239
virus_comp_1040_cycle_1	2832643	species	Caudoviricetes sp.	35	22	13	0.560	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1041_cycle_1	2832643	species	Caudoviricetes sp.	44	33	22	0.680	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1044_cycle_1	2832643	species	Caudoviricetes sp.	8	6	6	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1045_cycle_1	2832643	species	Caudoviricetes sp.	8	7	7	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_9308_cycle_1	1623305	genus	Skunavirus	5	4	2	0.500	10239;2731341;2731360;2731618;2731619;1623305
virus_comp_9312_cycle_1	2832643	species	Caudoviricetes sp.	9	5	3	0.960	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_9314_cycle_1	1	no rank	root	2	2	2	1.000	1
virus_comp_9318_cycle_1	38018	species	Bacteriophage sp.	3	2	1	0.500	10239;12333;38018
virus_comp_9325_cycle_1	2826681	species	Myoviridae sp. ctgXL3	4	3	3	1.000	10239;2731341;2731360;2731618;2731619;2788787;2826681
virus_comp_9337_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_9343_cycle_1	1	no rank	root	8	4	4	1.000	1
virus_comp_9347_cycle_1	38018	species	Bacteriophage sp.	2	2	1	0.500	10239;12333;38018
