"effect","component","term","estimate","std.error","statistic","p.value","gene"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",7.59102353130093,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-37.5485693075469,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-36.9568545029161,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",0.898104872122953,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",100.30799274821,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-0.247055620611629,NA,NA,NA,"edge_2104"
"fixed","cond","(Intercept)",-308.263946763922,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC",68.3503425615275,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-6",-26.981008561792,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-12",-26.4714797159834,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-18",-45.3851174279075,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-24",-36.1929162617809,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-30",-37.6236049205871,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-36",-38.3889475407653,NA,NA,NA,"edge_2381"
"fixed","cond","SexMale",-87.0440802161219,NA,NA,NA,"edge_2381"
"fixed","cond","Age.at.Gluten.Introduction..months.",30.9425792890202,NA,NA,NA,"edge_2381"
"fixed","cond","HLA.CategoryHigh Risk",-14.6311694472305,NA,NA,NA,"edge_2381"
"fixed","cond","HLA.CategoryLow/No Risk",-9.05863080043155,NA,NA,NA,"edge_2381"
"fixed","cond","feeding_first_yearFormula",-84.4324927819694,NA,NA,NA,"edge_2381"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-93.2335221262197,NA,NA,NA,"edge_2381"
"fixed","cond","Delivery.ModeC-Section",-12.0272433268658,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-6.03655804657444,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-8.51298954214411,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-4.96193060911611,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",7.22270462515317,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-14.8878833553803,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-10.1962758937805,NA,NA,NA,"edge_2381"
"fixed","cond","(Intercept)",-92.888468364855,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC",40.9606971549074,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-6",42.5159522095794,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-12",39.9007421302081,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-18",-47.2034920670762,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-24",-13.2390210630162,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-30",-22.3437339700641,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-36",-13.9840579531773,NA,NA,NA,"edge_263"
"fixed","cond","SexMale",0.12127393831363,NA,NA,NA,"edge_263"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.600524037573935,NA,NA,NA,"edge_263"
"fixed","cond","HLA.CategoryHigh Risk",-46.9235016987976,NA,NA,NA,"edge_263"
"fixed","cond","HLA.CategoryLow/No Risk",-7.52870657394147,NA,NA,NA,"edge_263"
"fixed","cond","feeding_first_yearFormula",45.085647594202,NA,NA,NA,"edge_263"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",46.7957670037682,NA,NA,NA,"edge_263"
"fixed","cond","Delivery.ModeC-Section",-1.00681796756477,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-77.3644784024979,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-60.1237386434079,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-18.4325828335609,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-0.0828587956041853,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",24.0748219255321,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1.21532161923189,NA,NA,NA,"edge_263"
"fixed","cond","(Intercept)",-308.263946763922,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC",68.3503425615275,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-6",-26.981008561792,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-12",-26.4714797159834,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-18",-45.3851174279075,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-24",-36.1929162617809,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-30",-37.6236049205871,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-36",-38.3889475407653,NA,NA,NA,"edge_2636"
"fixed","cond","SexMale",-87.0440802161219,NA,NA,NA,"edge_2636"
"fixed","cond","Age.at.Gluten.Introduction..months.",30.9425792890202,NA,NA,NA,"edge_2636"
"fixed","cond","HLA.CategoryHigh Risk",-14.6311694472305,NA,NA,NA,"edge_2636"
"fixed","cond","HLA.CategoryLow/No Risk",-9.05863080043155,NA,NA,NA,"edge_2636"
"fixed","cond","feeding_first_yearFormula",-84.4324927819694,NA,NA,NA,"edge_2636"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-93.2335221262197,NA,NA,NA,"edge_2636"
"fixed","cond","Delivery.ModeC-Section",-12.0272433268658,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-6.03655804657444,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-8.51298954214411,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-4.96193060911611,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",7.22270462515317,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-14.8878833553803,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-10.1962758937805,NA,NA,NA,"edge_2636"
"fixed","cond","(Intercept)",-109.395768111252,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC",2.8520473848407,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-6",-28.2157722450852,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-12",61.0749174263897,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-18",108.237449836849,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-24",109.154518161088,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-30",-5.57713780503188,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-36",5.6969383151053,NA,NA,NA,"edge_300"
"fixed","cond","SexMale",1.69571434127437,NA,NA,NA,"edge_300"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.0488691993800855,NA,NA,NA,"edge_300"
"fixed","cond","HLA.CategoryHigh Risk",-0.0920429965275755,NA,NA,NA,"edge_300"
"fixed","cond","HLA.CategoryLow/No Risk",-29.2556525430887,NA,NA,NA,"edge_300"
"fixed","cond","feeding_first_yearFormula",-0.60378761159792,NA,NA,NA,"edge_300"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-1.27886718403882,NA,NA,NA,"edge_300"
"fixed","cond","Delivery.ModeC-Section",0.399894773827644,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",132.445441673404,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",25.0210079755012,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-80.1361959509557,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-130.980980315027,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",111.025589287326,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",1.87794530511887,NA,NA,NA,"edge_300"
"fixed","cond","(Intercept)",-41.8329149428514,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC",-4.98593310916391,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-6",0.34635516508303,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-12",34.463537880664,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-18",36.3643622329783,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-24",36.9514763948683,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-30",9.12637557839913,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-36",-1.74323226037982,NA,NA,NA,"edge_303"
"fixed","cond","SexMale",3.068309738749,NA,NA,NA,"edge_303"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.198880900891937,NA,NA,NA,"edge_303"
"fixed","cond","HLA.CategoryHigh Risk",1.51750812334155,NA,NA,NA,"edge_303"
"fixed","cond","HLA.CategoryLow/No Risk",-1.02179099070367,NA,NA,NA,"edge_303"
"fixed","cond","feeding_first_yearFormula",0.99313531435034,NA,NA,NA,"edge_303"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-0.870520711926533,NA,NA,NA,"edge_303"
"fixed","cond","Delivery.ModeC-Section",2.59420069047244,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",38.5183801133812,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-15.4597328791887,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-18.7140387040198,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-22.8521587042366,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",32.9512207440349,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",0.475541351301,NA,NA,NA,"edge_303"
"fixed","cond","(Intercept)",-3.54673604595843,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC",-35.1810070746018,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-6",-50.2481010187955,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-12",0.727344214972684,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-18",2.39358077066197,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-24",2.69900973921941,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-30",-40.2579598585579,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-36",-17.1309491701347,NA,NA,NA,"edge_305"
"fixed","cond","SexMale",0.897781864271124,NA,NA,NA,"edge_305"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.0295308877386556,NA,NA,NA,"edge_305"
"fixed","cond","HLA.CategoryHigh Risk",1.11959139580218,NA,NA,NA,"edge_305"
"fixed","cond","HLA.CategoryLow/No Risk",-35.7930256504797,NA,NA,NA,"edge_305"
"fixed","cond","feeding_first_yearFormula",-0.308728806222454,NA,NA,NA,"edge_305"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-0.334559895115619,NA,NA,NA,"edge_305"
"fixed","cond","Delivery.ModeC-Section",0.645917416454343,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",85.7457586862054,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-6.77070686217008,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-40.7639944240115,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-54.2191212910312,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",77.4057941604819,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",0.0105208631334349,NA,NA,NA,"edge_305"
"fixed","cond","(Intercept)",-200.851136429234,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC",8.08536547592132,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-6",8.77600874413108,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-12",168.732499998654,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-18",171.754450038664,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-24",173.254515264114,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-30",1.88411808806648,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-36",-1.4181160063663,NA,NA,NA,"edge_306"
"fixed","cond","SexMale",7.17097372431153,NA,NA,NA,"edge_306"
"fixed","cond","Age.at.Gluten.Introduction..months.",2.50974496713961,NA,NA,NA,"edge_306"
"fixed","cond","HLA.CategoryHigh Risk",9.03579828726506,NA,NA,NA,"edge_306"
"fixed","cond","HLA.CategoryLow/No Risk",-4.85008357788478,NA,NA,NA,"edge_306"
"fixed","cond","feeding_first_yearFormula",-3.16056726260424,NA,NA,NA,"edge_306"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-2.99249499458829,NA,NA,NA,"edge_306"
"fixed","cond","Delivery.ModeC-Section",12.3866265530296,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",147.826774402271,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-33.4650603315174,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-46.2105030043012,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-58.4415343300638,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",7.80692993668581,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",2.75784611634094,NA,NA,NA,"edge_306"
"fixed","cond","(Intercept)",-95.3710489275785,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC",3.8417010305723,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-6",59.5853676782896,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-12",59.5855807974579,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-18",59.5842010421666,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-24",120.285950468357,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-30",39.2026872197781,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-36",-4.18524496499961,NA,NA,NA,"edge_311"
"fixed","cond","SexMale",43.06006476053,NA,NA,NA,"edge_311"
"fixed","cond","Age.at.Gluten.Introduction..months.",-3.6268404785941,NA,NA,NA,"edge_311"
"fixed","cond","HLA.CategoryHigh Risk",-21.0796921044612,NA,NA,NA,"edge_311"
"fixed","cond","HLA.CategoryLow/No Risk",-8.63036796703161,NA,NA,NA,"edge_311"
"fixed","cond","feeding_first_yearFormula",46.0267075211544,NA,NA,NA,"edge_311"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",6.30375627579678,NA,NA,NA,"edge_311"
"fixed","cond","Delivery.ModeC-Section",-59.6020835604809,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",11.3728929131136,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-21.5323893006417,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-15.7706089757517,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-56.3477632157306,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",123.269439290754,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",2.01110998919838,NA,NA,NA,"edge_311"
"fixed","cond","(Intercept)",-64.6331656893332,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC",-20.1456823245516,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-6",62.1301848177716,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-12",63.1464053995495,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-18",63.4474285868438,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-24",64.8393317598191,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-30",4.39997294686198,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-36",-1.81043272552255,NA,NA,NA,"edge_48666"
"fixed","cond","SexMale",1.16599881725647,NA,NA,NA,"edge_48666"
"fixed","cond","Age.at.Gluten.Introduction..months.",-0.0130529493159757,NA,NA,NA,"edge_48666"
"fixed","cond","HLA.CategoryHigh Risk",0.795725159215968,NA,NA,NA,"edge_48666"
"fixed","cond","HLA.CategoryLow/No Risk",-14.1446861419294,NA,NA,NA,"edge_48666"
"fixed","cond","feeding_first_yearFormula",0.617267179663644,NA,NA,NA,"edge_48666"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-0.651962773458918,NA,NA,NA,"edge_48666"
"fixed","cond","Delivery.ModeC-Section",-0.650019431052292,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",20.0694442483628,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-21.6417090781396,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-27.0046780151659,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-51.9082998601085,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",80.5523030122421,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",0.77253294402802,NA,NA,NA,"edge_48666"
"fixed","cond","(Intercept)",-81.3476003203216,NA,NA,NA,"edge_48806"
