"effect","component","term","estimate","std.error","statistic","p.value","gene"
"fixed","cond","Dx.StatusCELIAC",1016.172113119,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-6",1497.08850998637,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-12",-388.606716257472,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-18",-440.393780536102,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-24",1078.62892415966,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-30",-501.081192917144,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-36",-394.778570325916,NA,NA,NA,"edge_1980"
"fixed","cond","SexMale",62.4572795305724,NA,NA,NA,"edge_1980"
"fixed","cond","Age.at.Gluten.Introduction..months.",8.30558978287141,NA,NA,NA,"edge_1980"
"fixed","cond","HLA.CategoryHigh Risk",-2980.50656903961,NA,NA,NA,"edge_1980"
"fixed","cond","HLA.CategoryLow/No Risk",-394.850426157928,NA,NA,NA,"edge_1980"
"fixed","cond","feeding_first_yearFormula",-1736.31861048361,NA,NA,NA,"edge_1980"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",846.103625457024,NA,NA,NA,"edge_1980"
"fixed","cond","Delivery.ModeC-Section",-854.409759416065,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1256.40340409373,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",6.65957386695133,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-36.662606535722,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-50.5437873416091,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-125.320558895103,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1.43458327304515,NA,NA,NA,"edge_1980"
"fixed","cond","(Intercept)",-572.882016290293,NA,NA,NA,"edge_1986"
"fixed","cond","Dx.StatusCELIAC",430.635475686459,NA,NA,NA,"edge_1986"
"fixed","cond","onset_timeline_combinedt0-6",736.823112995,NA,NA,NA,"edge_1986"
"fixed","cond","onset_timeline_combinedt0-12",-141.813413122983,NA,NA,NA,"edge_1986"
"fixed","cond","onset_timeline_combinedt0-18",-137.639083078768,NA,NA,NA,"edge_1986"
"fixed","cond","onset_timeline_combinedt0-24",540.54178897006,NA,NA,NA,"edge_1986"
"fixed","cond","onset_timeline_combinedt0-30",-275.167904961758,NA,NA,NA,"edge_1986"
"fixed","cond","onset_timeline_combinedt0-36",-193.911825594002,NA,NA,NA,"edge_1986"
"fixed","cond","SexMale",109.914823913686,NA,NA,NA,"edge_1986"
"fixed","cond","Age.at.Gluten.Introduction..months.",5.38953977469012,NA,NA,NA,"edge_1986"
"fixed","cond","HLA.CategoryHigh Risk",-1056.51509498685,NA,NA,NA,"edge_1986"
"fixed","cond","HLA.CategoryLow/No Risk",-341.341271610392,NA,NA,NA,"edge_1986"
"fixed","cond","feeding_first_yearFormula",-723.323474344674,NA,NA,NA,"edge_1986"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",377.0419848156,NA,NA,NA,"edge_1986"
"fixed","cond","Delivery.ModeC-Section",-382.441442589912,NA,NA,NA,"edge_1986"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1451.05185723017,NA,NA,NA,"edge_1986"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-19.0834186805935,NA,NA,NA,"edge_1986"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-49.7216905646017,NA,NA,NA,"edge_1986"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-131.963173591905,NA,NA,NA,"edge_1986"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-100.984981279347,NA,NA,NA,"edge_1986"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-2.57027880141796,NA,NA,NA,"edge_1986"
"fixed","cond","(Intercept)",-254.423195919219,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC",-122.440405194999,NA,NA,NA,"edge_2104"
"fixed","cond","onset_timeline_combinedt0-6",-17.6000002365448,NA,NA,NA,"edge_2104"
"fixed","cond","onset_timeline_combinedt0-12",0.916431552310719,NA,NA,NA,"edge_2104"
"fixed","cond","onset_timeline_combinedt0-18",2.28461208704632,NA,NA,NA,"edge_2104"
"fixed","cond","onset_timeline_combinedt0-24",-52.5466705024152,NA,NA,NA,"edge_2104"
"fixed","cond","onset_timeline_combinedt0-30",-23.2478093731891,NA,NA,NA,"edge_2104"
"fixed","cond","onset_timeline_combinedt0-36",-50.6242195249756,NA,NA,NA,"edge_2104"
"fixed","cond","SexMale",-61.0293954561866,NA,NA,NA,"edge_2104"
"fixed","cond","Age.at.Gluten.Introduction..months.",21.0634605684751,NA,NA,NA,"edge_2104"
"fixed","cond","HLA.CategoryHigh Risk",-68.0880223705677,NA,NA,NA,"edge_2104"
"fixed","cond","HLA.CategoryLow/No Risk",-18.5726185239783,NA,NA,NA,"edge_2104"
"fixed","cond","feeding_first_yearFormula",104.610988921991,NA,NA,NA,"edge_2104"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",102.271456412603,NA,NA,NA,"edge_2104"
"fixed","cond","Delivery.ModeC-Section",1.37909795039546,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",22.6270331653054,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-58.147791828912,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-22.4486926099326,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",2.97868247608299,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",161.514238918016,NA,NA,NA,"edge_2104"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",2.43052751204932,NA,NA,NA,"edge_2104"
"fixed","cond","(Intercept)",-603.107259503002,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC",97.3056510715474,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-6",-148.884171143634,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-12",-126.231610741387,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-18",-72.5499812716593,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-24",-27.5834506030168,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-30",-66.5748899552975,NA,NA,NA,"edge_2381"
"fixed","cond","onset_timeline_combinedt0-36",-65.7650597402125,NA,NA,NA,"edge_2381"
"fixed","cond","SexMale",-220.179953902271,NA,NA,NA,"edge_2381"
"fixed","cond","Age.at.Gluten.Introduction..months.",81.6586540496472,NA,NA,NA,"edge_2381"
"fixed","cond","HLA.CategoryHigh Risk",-24.9777977713666,NA,NA,NA,"edge_2381"
"fixed","cond","HLA.CategoryLow/No Risk",-27.2915981552655,NA,NA,NA,"edge_2381"
"fixed","cond","feeding_first_yearFormula",-264.793296879891,NA,NA,NA,"edge_2381"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-202.549033317143,NA,NA,NA,"edge_2381"
"fixed","cond","Delivery.ModeC-Section",-99.0086102376442,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-83.7780802108537,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-74.1804841752276,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",16.6697902198782,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",44.9619737482158,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-34.6309900887603,NA,NA,NA,"edge_2381"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-24.0005132501941,NA,NA,NA,"edge_2381"
"fixed","cond","(Intercept)",-285.347994190715,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC",87.7969094684718,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-6",103.36323032179,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-12",69.8103897247299,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-18",-131.167110680126,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-24",-33.303556006249,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-30",-39.1684649578745,NA,NA,NA,"edge_263"
"fixed","cond","onset_timeline_combinedt0-36",-35.7602125008158,NA,NA,NA,"edge_263"
"fixed","cond","SexMale",-17.2842947030093,NA,NA,NA,"edge_263"
"fixed","cond","Age.at.Gluten.Introduction..months.",14.1765169785482,NA,NA,NA,"edge_263"
"fixed","cond","HLA.CategoryHigh Risk",-115.839940263889,NA,NA,NA,"edge_263"
"fixed","cond","HLA.CategoryLow/No Risk",-19.3696181463637,NA,NA,NA,"edge_263"
"fixed","cond","feeding_first_yearFormula",66.3291619884969,NA,NA,NA,"edge_263"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",107.475616658962,NA,NA,NA,"edge_263"
"fixed","cond","Delivery.ModeC-Section",-8.30001597079831,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-204.07413361309,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-159.868935157113,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-50.4778261203331,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-0.124647003355724,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",96.9108173409593,NA,NA,NA,"edge_263"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-3.45376979822046,NA,NA,NA,"edge_263"
"fixed","cond","(Intercept)",-603.107259503002,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC",97.3056510715474,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-6",-148.884171143634,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-12",-126.231610741387,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-18",-72.5499812716593,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-24",-27.5834506030168,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-30",-66.5748899552975,NA,NA,NA,"edge_2636"
"fixed","cond","onset_timeline_combinedt0-36",-65.7650597402125,NA,NA,NA,"edge_2636"
"fixed","cond","SexMale",-220.179953902271,NA,NA,NA,"edge_2636"
"fixed","cond","Age.at.Gluten.Introduction..months.",81.6586540496472,NA,NA,NA,"edge_2636"
"fixed","cond","HLA.CategoryHigh Risk",-24.9777977713666,NA,NA,NA,"edge_2636"
"fixed","cond","HLA.CategoryLow/No Risk",-27.2915981552655,NA,NA,NA,"edge_2636"
"fixed","cond","feeding_first_yearFormula",-264.793296879891,NA,NA,NA,"edge_2636"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-202.549033317143,NA,NA,NA,"edge_2636"
"fixed","cond","Delivery.ModeC-Section",-99.0086102376442,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-83.7780802108537,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-74.1804841752276,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",16.6697902198782,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",44.9619737482158,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-34.6309900887603,NA,NA,NA,"edge_2636"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-24.0005132501941,NA,NA,NA,"edge_2636"
"fixed","cond","(Intercept)",-611.22971795756,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC",44.3778333320034,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-6",-177.672530052721,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-12",376.801888948954,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-18",610.100645517363,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-24",611.367386910157,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-30",-20.18356437002,NA,NA,NA,"edge_300"
"fixed","cond","onset_timeline_combinedt0-36",29.1468913154954,NA,NA,NA,"edge_300"
"fixed","cond","SexMale",1.93471455093924,NA,NA,NA,"edge_300"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.0394891695741923,NA,NA,NA,"edge_300"
"fixed","cond","HLA.CategoryHigh Risk",-0.326408597623083,NA,NA,NA,"edge_300"
"fixed","cond","HLA.CategoryLow/No Risk",-164.199971886165,NA,NA,NA,"edge_300"
"fixed","cond","feeding_first_yearFormula",-0.371636888520033,NA,NA,NA,"edge_300"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-1.55897425597355,NA,NA,NA,"edge_300"
"fixed","cond","Delivery.ModeC-Section",0.639370028301637,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",742.259414330348,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",171.338599674526,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-447.876122704663,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-660.989315054947,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",586.400941894874,NA,NA,NA,"edge_300"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",8.89217951188697,NA,NA,NA,"edge_300"
"fixed","cond","(Intercept)",-42.0781638081671,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC",-6.3696984401071,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-6",-1.1899957371351,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-12",34.7394976083914,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-18",37.0249922395524,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-24",37.334213579385,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-30",10.0550757946305,NA,NA,NA,"edge_303"
"fixed","cond","onset_timeline_combinedt0-36",-3.49094917428949,NA,NA,NA,"edge_303"
"fixed","cond","SexMale",3.39430016708058,NA,NA,NA,"edge_303"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.209400124459638,NA,NA,NA,"edge_303"
"fixed","cond","HLA.CategoryHigh Risk",1.66460717941516,NA,NA,NA,"edge_303"
"fixed","cond","HLA.CategoryLow/No Risk",-1.86777200185956,NA,NA,NA,"edge_303"
"fixed","cond","feeding_first_yearFormula",1.10893624462692,NA,NA,NA,"edge_303"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-0.961272295059399,NA,NA,NA,"edge_303"
"fixed","cond","Delivery.ModeC-Section",2.79635408936514,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",41.7032298965329,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-13.2010005382579,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-19.7889423536682,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-22.513869955151,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",34.0064731793922,NA,NA,NA,"edge_303"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",0.273172442065005,NA,NA,NA,"edge_303"
"fixed","cond","(Intercept)",-4.08598530605359,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC",-25.4587058216246,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-6",-31.5616086702584,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-12",0.62812759463422,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-18",2.58258054976586,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-24",3.05880504708177,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-30",-27.2363545492271,NA,NA,NA,"edge_305"
"fixed","cond","onset_timeline_combinedt0-36",-19.5725173151433,NA,NA,NA,"edge_305"
"fixed","cond","SexMale",0.804706554759712,NA,NA,NA,"edge_305"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.0898346295233819,NA,NA,NA,"edge_305"
"fixed","cond","HLA.CategoryHigh Risk",1.11836087153858,NA,NA,NA,"edge_305"
"fixed","cond","HLA.CategoryLow/No Risk",-16.8774043618356,NA,NA,NA,"edge_305"
"fixed","cond","feeding_first_yearFormula",-0.0904940890872653,NA,NA,NA,"edge_305"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-0.200299846412688,NA,NA,NA,"edge_305"
"fixed","cond","Delivery.ModeC-Section",0.752155116307359,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",57.3826743943776,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-14.7439570871237,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-28.3602120950306,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-29.2995102140132,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",54.8621574081725,NA,NA,NA,"edge_305"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-0.995947661458033,NA,NA,NA,"edge_305"
"fixed","cond","(Intercept)",-276.159320560459,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC",16.7482843479558,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-6",-8.45751968611474,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-12",241.06287598277,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-18",244.396607335413,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-24",246.458715136641,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-30",-11.1458906018371,NA,NA,NA,"edge_306"
"fixed","cond","onset_timeline_combinedt0-36",-15.5860329608651,NA,NA,NA,"edge_306"
"fixed","cond","SexMale",7.97931399724114,NA,NA,NA,"edge_306"
"fixed","cond","Age.at.Gluten.Introduction..months.",2.75434710644941,NA,NA,NA,"edge_306"
"fixed","cond","HLA.CategoryHigh Risk",10.1628215985815,NA,NA,NA,"edge_306"
"fixed","cond","HLA.CategoryLow/No Risk",-13.5578157785967,NA,NA,NA,"edge_306"
"fixed","cond","feeding_first_yearFormula",-3.53428512807971,NA,NA,NA,"edge_306"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-3.23417668140503,NA,NA,NA,"edge_306"
"fixed","cond","Delivery.ModeC-Section",13.6808549639877,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",228.225413032908,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-40.3895885549733,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-54.0730337306418,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-67.0933742447868,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",7.35456990135548,NA,NA,NA,"edge_306"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",2.62120160137575,NA,NA,NA,"edge_306"
"fixed","cond","(Intercept)",-478.630163788207,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC",3.79432182446085,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-6",242.732780070832,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-12",241.251099232752,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-18",251.271478471957,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-24",423.101554101501,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-30",65.6837763472255,NA,NA,NA,"edge_311"
"fixed","cond","onset_timeline_combinedt0-36",-47.5607730522553,NA,NA,NA,"edge_311"
"fixed","cond","SexMale",191.077248987802,NA,NA,NA,"edge_311"
"fixed","cond","Age.at.Gluten.Introduction..months.",12.206623878669,NA,NA,NA,"edge_311"
"fixed","cond","HLA.CategoryHigh Risk",-129.672706383629,NA,NA,NA,"edge_311"
"fixed","cond","HLA.CategoryLow/No Risk",-39.4153173950656,NA,NA,NA,"edge_311"
"fixed","cond","feeding_first_yearFormula",96.0285693571143,NA,NA,NA,"edge_311"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-93.4764797360502,NA,NA,NA,"edge_311"
"fixed","cond","Delivery.ModeC-Section",-143.658167390282,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",162.798470357902,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-95.9384647061134,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-70.9425599093164,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-142.847577377866,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",449.651448455593,NA,NA,NA,"edge_311"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",4.80630843058451,NA,NA,NA,"edge_311"
"fixed","cond","(Intercept)",-72.3520304976863,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC",-38.0972706963667,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-6",68.6742750727064,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-12",70.0839621150156,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-18",70.730478485594,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-24",72.4441874668694,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-30",15.9949819307873,NA,NA,NA,"edge_48666"
"fixed","cond","onset_timeline_combinedt0-36",-22.3974461050309,NA,NA,NA,"edge_48666"
"fixed","cond","SexMale",1.52251262284704,NA,NA,NA,"edge_48666"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.0732103121171352,NA,NA,NA,"edge_48666"
"fixed","cond","HLA.CategoryHigh Risk",0.749150115150962,NA,NA,NA,"edge_48666"
"fixed","cond","HLA.CategoryLow/No Risk",-15.5549135185024,NA,NA,NA,"edge_48666"
"fixed","cond","feeding_first_yearFormula",0.96418513528612,NA,NA,NA,"edge_48666"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-0.977475979127657,NA,NA,NA,"edge_48666"
"fixed","cond","Delivery.ModeC-Section",-0.414624649026978,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",38.4350925982333,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-27.9511304434373,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-32.0469581098727,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-37.1136720311591,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",94.3006525406971,NA,NA,NA,"edge_48666"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1.20730470144882,NA,NA,NA,"edge_48666"
"fixed","cond","(Intercept)",-134.671236314429,NA,NA,NA,"edge_48806"
"fixed","cond","Dx.StatusCELIAC",34.6376669359203,NA,NA,NA,"edge_48806"
