"effect","term","estimate","std.error","statistic","p.value","gene"
"fixed","onset_timeline_combinedt0-12",-2.27006336820459,35017.3946825609,-6.48267350778985e-05,0.99994827574899,"edge_187"
"fixed","onset_timeline_combinedt0-18",1.4527838704524,18645.6481306728,7.79154395852034e-05,0.99993783247377,"edge_187"
"fixed","onset_timeline_combinedt0-24",0.0351115986949406,19665.6537078459,1.78542748776932e-06,0.999998575434973,"edge_187"
"fixed","onset_timeline_combinedt0-30",19.1766645943918,13232.4974198732,0.00144920977393061,0.998843698300762,"edge_187"
"fixed","onset_timeline_combinedt0-36",18.605367320557,13232.4973894564,0.00140603597136408,0.998878145976154,"edge_187"
"fixed","onset_timeline_combinedt0-over42",17.7744421750425,13232.4974003522,0.00134324169030779,0.99892824851617,"edge_187"
"fixed","SexMale",-1.59900913989306,1.96802852681212,-0.812492866901265,0.416508877943305,"edge_187"
"fixed","Age.at.Gluten.Introduction..months.",0.101953046663149,0.224919530127986,0.45328676707236,0.650342260297958,"edge_187"
"fixed","HLA.CategoryHigh Risk",0.851709308725532,1.55697882876889,0.547026904276524,0.584360248556102,"edge_187"
"fixed","HLA.CategoryLow/No Risk",-3.47904927148193,6.23391817814705,-0.558083884334207,0.57678710470886,"edge_187"
"fixed","feeding_first_yearFormula",2.56677598952288,1.99536191709631,1.28637114276397,0.198313564540365,"edge_187"
"fixed","feeding_first_yearBreastmilk_and_formula",1.52019650113064,1.60370313517938,0.947928870239813,0.343165666404176,"edge_187"
"fixed","Delivery.ModeC-Section",3.54326904949815,5.57706464388253,0.63532866763249,0.525214080304241,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-30.5619635766316,4292136.37843827,-7.12045491614872e-06,0.999994318698957,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",2.50901721832702,35017.3947420131,7.16505964196346e-05,0.999942831095393,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",2.52873713503582,18645.6482691506,0.000135620767834586,0.999891790283552,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-39.3718957526815,19372670.3292417,-2.03234221630523e-06,0.999998378425523,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-26.1689396649269,13232.5262110357,-0.00197762235627408,0.998422086683364,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-42.9043589691091,507266.586725159,-8.45795092598028e-05,0.999932515315482,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-15.5190615738549,13232.4975323627,-0.00117279912850163,0.999064241896961,"edge_187"
"fixed","(Intercept)",-18.8906875155649,29967.8015818983,-0.00063036614360713,0.999497040619672,"edge_209"
"fixed","Dx.StatusCELIAC",-1.21508706880171,41968.2612977863,-2.89525234362234e-05,0.999976899228557,"edge_209"
"fixed","onset_timeline_combinedt0-6",-32.4964568340359,38776153.6678649,-8.38052611210039e-07,0.99999933133076,"edge_209"
"fixed","onset_timeline_combinedt0-12",-22.7505215043617,17963129.1384685,-1.26651216104887e-06,0.999998989469501,"edge_209"
"fixed","onset_timeline_combinedt0-18",0.444675558043593,55910.8388887046,7.95329790935096e-06,0.999993654186391,"edge_209"
"fixed","onset_timeline_combinedt0-24",-29.1737403204439,21241963.5094575,-1.3734013010358e-06,0.999998904184306,"edge_209"
"fixed","onset_timeline_combinedt0-30",21.0002598184204,29967.8014483968,0.000700760776681663,0.999440873841231,"edge_209"
"fixed","onset_timeline_combinedt0-36",20.5088356245815,29967.8014387817,0.00068436237027521,0.999453957873386,"edge_209"
"fixed","onset_timeline_combinedt0-over42",19.7986744217478,29967.8014385343,0.000660664896033699,0.999472865717937,"edge_209"
"fixed","SexMale",-2.21371722775755,2.11414732381486,-1.04709695621544,0.295054863018356,"edge_209"
"fixed","Age.at.Gluten.Introduction..months.",-0.657791948199558,0.443593895276914,-1.48286970403173,0.138109032077576,"edge_209"
"fixed","HLA.CategoryHigh Risk",0.8635785153078,1.41240819551066,0.611422758698712,0.540919739610566,"edge_209"
"fixed","HLA.CategoryLow/No Risk",-18.6030107112289,18903.6770896795,-0.000984094820440266,0.99921480606314,"edge_209"
"fixed","feeding_first_yearFormula",-32.5759643509173,4637235.37441362,-7.02486756024036e-06,0.999994394966632,"edge_209"
"fixed","feeding_first_yearBreastmilk_and_formula",1.9343242936461,1.69802087217153,1.13916402639525,0.254634746722988,"edge_209"
"fixed","Delivery.ModeC-Section",24.0751494949124,18903.6773316828,0.00127356963793294,0.998983838723485,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",22.9941963868609,39097107.5381268,5.88130371650573e-07,0.999999530739857,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-14.9589862069179,25849501.8150319,-5.78695338655194e-07,0.999999538267924,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",23.3208554604809,63160.8085914202,0.00036922984332485,0.999705397215317,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",17.6850695246384,25775361.1635305,6.86123054200339e-07,0.999999452553008,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-30.6431863742048,7158978.25638941,-4.28038545121375e-06,0.999996584746534,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-37.8806152099665,20234127.9984438,-1.87211503321911e-06,0.999998506268319,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",2.48132448772354,41968.2613230242,5.91238333326491e-05,0.999952826006236,"edge_209"
"fixed","(Intercept)",-105.929261514005,5964023.24223498,-1.77613763749031e-05,0.999985828472013,"edge_2199"
"fixed","Dx.StatusCELIAC",-47.6847985369214,5959759.50726398,-8.00112797820137e-06,0.999993616023517,"edge_2199"
"fixed","onset_timeline_combinedt0-6",-50.2802956186923,39281277.4728602,-1.28000663047253e-06,0.999998978702472,"edge_2199"
"fixed","onset_timeline_combinedt0-12",-8.75592213534587,47.2810926387333,-0.185188658863033,0.853081064157663,"edge_2199"
"fixed","onset_timeline_combinedt0-18",29.0448831192764,701368.166217954,4.14117499456776e-05,0.999966958204092,"edge_2199"
"fixed","onset_timeline_combinedt0-24",10.6608387909903,96.0393433312924,0.111004911333215,0.911612452123717,"edge_2199"
"fixed","onset_timeline_combinedt0-30",3.99090043318707,3.87009478778747,1.03121516449179,0.302439930886485,"edge_2199"
"fixed","onset_timeline_combinedt0-36",-8.75395647290088,47.2383047078632,-0.185314789068705,0.852982138929091,"edge_2199"
"fixed","onset_timeline_combinedt0-over42",-9.28571530872932,59.1915052545338,-0.156875809608137,0.875342724916838,"edge_2199"
"fixed","SexMale",-55.6426376454813,5959759.50733368,-9.33638976153503e-06,0.999992550638756,"edge_2199"
"fixed","Age.at.Gluten.Introduction..months.",2.30920939414176,2.13689113775323,1.08063969817841,0.27985741650107,"edge_2199"
"fixed","HLA.CategoryHigh Risk",49.5774705057822,5959759.50725987,8.31870320360906e-06,0.999993362635148,"edge_2199"
"fixed","HLA.CategoryLow/No Risk",-70.5907351112418,5632.61118818175,-0.0125325062840045,0.990000768481253,"edge_2199"
"fixed","feeding_first_yearFormula",-49.9998280376009,14458227.839231,-3.45822659551201e-06,0.999997240734392,"edge_2199"
"fixed","feeding_first_yearBreastmilk_and_formula",83.4578673606598,5964023.24222448,1.39935516632111e-05,0.999988834761178,"edge_2199"
"fixed","Delivery.ModeC-Section",36.633761491234,5639.35923152972,0.00649608581173801,0.994816909878839,"edge_2199"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",99.5097814671607,39044366.5452979,2.54863352314124e-06,0.999997966484661,"edge_2199"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-4.63821241812665,83.7269276039713,-0.0553969021778204,0.955822263753758,"edge_2199"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-173.58579770435,31155454.6275921,-5.57160214091749e-06,0.999995554504673,"edge_2199"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",28.970070628444,5959759.50991085,4.86094624795982e-06,0.999996121526038,"edge_2199"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-51.9326459282262,21510872.0445894,-2.41425107362343e-06,0.999998073706342,"edge_2199"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",48.4226030340536,5959759.50876195,8.12492567239725e-06,0.999993517247248,"edge_2199"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-219.352973191447,16742420.4968519,-1.31016284791492e-05,0.999989546412915,"edge_2199"
"fixed","(Intercept)",1.51113324180463,3.72711055853329,0.405443632023436,0.685151444323111,"edge_2654"
"fixed","Dx.StatusCELIAC",-23.323459403031,22277.380959077,-0.00104695697604111,0.999164649345599,"edge_2654"
"fixed","onset_timeline_combinedt0-6",-5309.31138018668,38745320.69541,-0.000137031034584149,0.999890665053497,"edge_2654"
"fixed","onset_timeline_combinedt0-12",-12595.6930770103,17935598.4117088,-0.000702273366512683,0.999439666969455,"edge_2654"
"fixed","onset_timeline_combinedt0-18",-7524.36341272146,27397079.272915,-0.000274641078991224,0.999780868126065,"edge_2654"
"fixed","onset_timeline_combinedt0-24",-24525.4710542228,21221686.1426478,-0.0011556796613317,0.999077901246248,"edge_2654"
"fixed","onset_timeline_combinedt0-30",0.740225549674889,1.27853876532033,0.578962147846514,0.562614714224951,"edge_2654"
"fixed","onset_timeline_combinedt0-36",0.501241754720725,1.24421964440099,0.402856326032403,0.687053921829858,"edge_2654"
"fixed","onset_timeline_combinedt0-over42",-0.475880012804531,1.55118118979163,-0.306785574719647,0.759006588858942,"edge_2654"
"fixed","SexMale",2.48544674695833,1.47660905393234,1.68321245243578,0.0923339710585628,"edge_2654"
"fixed","Age.at.Gluten.Introduction..months.",-0.630290225107294,0.464050931552236,-1.35823501743438,0.17438912247192,"edge_2654"
"fixed","HLA.CategoryHigh Risk",1.3989410980931,1.33892335192306,1.04482537860277,0.296103683161697,"edge_2654"
"fixed","HLA.CategoryLow/No Risk",-20.8104451518836,23075.6789833626,-0.000901834575133749,0.99928044021364,"edge_2654"
"fixed","feeding_first_yearFormula",0.335384317559187,1.50762932728062,0.222458074733883,0.823957307077875,"edge_2654"
"fixed","feeding_first_yearBreastmilk_and_formula",1.24166702256744,1.32065341088405,0.940191432766809,0.347119375493171,"edge_2654"
"fixed","Delivery.ModeC-Section",23.5745861354657,23075.6791864706,0.00102162046650777,0.999184864944567,"edge_2654"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-2788.59905339585,54794162.5345441,-5.08922652415361e-05,0.999959393847317,"edge_2654"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",1063.14866744733,25847957.9103451,4.11308572667488e-05,0.999967182324023,"edge_2654"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-3988.18463915093,40636441.4588953,-9.81430582002381e-05,0.999921693169238,"edge_2654"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",15022.9223146796,28734307.7654145,0.000522821793283694,0.999582848582092,"edge_2654"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-2261.69145658792,20234096.5162101,-0.00011177625127843,0.999910815455026,"edge_2654"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-14343.0831335089,20234097.0599353,-0.000708857088657,0.999434413920511,"edge_2654"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",20.7833404261976,22277.3809668583,0.000932934641514485,0.999255625961277,"edge_2654"
"fixed","(Intercept)",-3.01263850281922,1.52603667111466,-1.97415865545269,0.0483637055166441,"edge_2658"
"fixed","Dx.StatusCELIAC",-18.7601294025197,6239.78874456162,-0.00300653278027567,0.997601137527053,"edge_2658"
"fixed","onset_timeline_combinedt0-6",-25.5045746447066,464794.68033795,-5.48727765691344e-05,0.999956217858789,"edge_2658"
"fixed","onset_timeline_combinedt0-12",-18.4010825607065,6354.17106945697,-0.00289590606855964,0.997689404487908,"edge_2658"
"fixed","onset_timeline_combinedt0-18",-18.8263972630773,14013.4013821858,-0.00134345664907664,0.998928077004042,"edge_2658"
"fixed","onset_timeline_combinedt0-24",0.798754234393539,1.32346502219151,0.603532561118156,0.546154461058974,"edge_2658"
"fixed","onset_timeline_combinedt0-30",1.2148091116317,1.26485428249431,0.960434042438531,0.336836811798978,"edge_2658"
"fixed","onset_timeline_combinedt0-36",0.36793138423168,1.32094934202325,0.278535574776951,0.780601260322757,"edge_2658"
"fixed","onset_timeline_combinedt0-over42",-0.610410897787121,1.62879337736518,-0.37476263488654,0.707837005362897,"edge_2658"
"fixed","SexMale",-0.500191230102992,1.18864409573138,-0.420808240161425,0.673895114042087,"edge_2658"
"fixed","Age.at.Gluten.Introduction..months.",-0.0062654538890554,0.0784502137713427,-0.0798653513847291,0.936344347360259,"edge_2658"
"fixed","HLA.CategoryHigh Risk",1.43461256514167,1.15970580162128,1.23704870936755,0.216068999752067,"edge_2658"
"fixed","HLA.CategoryLow/No Risk",1.91731287143609,1.67822595743025,1.14246407818166,0.253261169299571,"edge_2658"
"fixed","feeding_first_yearFormula",-0.464745460032898,1.556099231641,-0.298660554920264,0.765199056685639,"edge_2658"
"fixed","feeding_first_yearBreastmilk_and_formula",-0.0195613597508621,1.09354412835483,-0.0178880387573302,0.985728171177765,"edge_2658"
"fixed","Delivery.ModeC-Section",-1.72236088710119,2.42038596471912,-0.711605881131054,0.47670886418631,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",15.9767441328174,4112654.3962383,3.88477673869965e-06,0.999996900396618,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",36.8009695661592,8905.64164363,0.00413232095325575,0.996702894294723,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",7.87037192562567,4759235.25554152,1.65370516543843e-06,0.99999868053418,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-5.34744883081382,63744.1804880356,-8.38892082363112e-05,0.999933066096009,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",17.7489596445441,6239.78882931832,0.00284448081979133,0.997730435730923,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-0.758671928178677,10133.8284758871,-7.48652821570737e-05,0.999940266147282,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",19.2476387126948,6239.78886748394,0.00308466185658874,0.997538799832441,"edge_2658"
"fixed","(Intercept)",-107.776789424416,120607.402005793,-0.000893616707034605,0.999286997121076,"edge_329"
"fixed","Dx.StatusCELIAC",44.0325110427583,115254.116772439,0.000382047186476623,0.999695170455828,"edge_329"
"fixed","onset_timeline_combinedt0-6",-2.02965873029114,293914.013998403,-6.90562080616601e-06,0.999994490111776,"edge_329"
"fixed","onset_timeline_combinedt0-12",-12.9041243398871,17861611.368,-7.22450179551301e-07,0.999999423568156,"edge_329"
"fixed","onset_timeline_combinedt0-18",41.5581074847067,223007.650164102,0.000186352833430269,0.999851311952205,"edge_329"
"fixed","onset_timeline_combinedt0-24",-0.888391111781725,21222031.8698265,-4.18617367663479e-08,0.999999966599167,"edge_329"
"fixed","onset_timeline_combinedt0-30",65.3307216141932,111411.931167111,0.000586388916607157,0.999532129363626,"edge_329"
"fixed","onset_timeline_combinedt0-36",66.4711492601521,111411.931171533,0.000596625052282878,0.999523962110437,"edge_329"
"fixed","onset_timeline_combinedt0-over42",44.014386564336,106490.601863006,0.000413317098357262,0.999670220677894,"edge_329"
"fixed","SexMale",0.440348872239333,2.06169975560596,0.213585354046816,0.830870421630773,"edge_329"
"fixed","Age.at.Gluten.Introduction..months.",0.22017444622598,0.224684751733342,0.979926072096271,0.327122612193818,"edge_329"
"fixed","HLA.CategoryHigh Risk",-43.092081125026,48794.2281424736,-0.000883138903216217,0.999295357195675,"edge_329"
"fixed","HLA.CategoryLow/No Risk",19.5079619866739,29510.6335158841,0.000661048566652211,0.999472559593141,"edge_329"
"fixed","feeding_first_yearFormula",83.4267139724687,67188.9592603393,0.00124167296071982,0.999009288569647,"edge_329"
"fixed","feeding_first_yearBreastmilk_and_formula",39.2823914610921,46190.3808791536,0.000850445281320916,0.999321442922022,"edge_329"
"fixed","Delivery.ModeC-Section",-41.7794826906651,46683.3938106322,-0.000894953842904836,0.999285930241437,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",25.1704989920868,295391.699203347,8.52105833033563e-05,0.999932011791247,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-24.1076599474624,23472046.7813255,-1.02707957989597e-06,0.99999918050906,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-18.8576161755967,224951.669942787,-8.38296340738118e-05,0.999933113629313,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-35.0479732431179,24246341.4953982,-1.44549532348085e-06,0.999998846661599,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-97.8673424980459,19311539.5256695,-5.06781669933448e-06,0.999995956467299,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-103.377263253311,15710510.8584354,-6.58013378335212e-06,0.999994749812846,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-94.9087528893949,15396209.341147,-6.16442338412141e-06,0.999995081501756,"edge_329"
"fixed","(Intercept)",0.0119063609863969,4.19386948250763,0.00283899177980088,0.997734815333502,"edge_4"
"fixed","Dx.StatusCELIAC",0.169151454849291,2.06745986930242,0.0818160765105267,0.93479297172778,"edge_4"
"fixed","onset_timeline_combinedt0-6",-32.8054016061552,37378865.041883,-8.77645738290788e-07,0.999999299740016,"edge_4"
"fixed","onset_timeline_combinedt0-12",-26.901527333225,645037.192741302,-4.17053894503321e-05,0.999966723913665,"edge_4"
"fixed","onset_timeline_combinedt0-18",-21.5184705932671,109386.937706243,-0.000196718831740721,0.999843041082347,"edge_4"
"fixed","onset_timeline_combinedt0-24",0.179107259609163,1.74982062593948,0.102357497079451,0.918472918837259,"edge_4"
"fixed","onset_timeline_combinedt0-30",0.627224911388835,1.85236845725411,0.338606992001264,0.734905814608533,"edge_4"
"fixed","onset_timeline_combinedt0-36",1.01634117950958,1.57713016510758,0.644424412134845,0.519300258525531,"edge_4"
"fixed","onset_timeline_combinedt0-over42",-0.959827162033628,1.77678079136701,-0.540205728639808,0.589055162436123,"edge_4"
"fixed","SexMale",-22.6616488179366,68401.3351173128,-0.000331304188420743,0.999735657507966,"edge_4"
"fixed","Age.at.Gluten.Introduction..months.",-0.353259346397408,0.471333838091297,-0.74948861687495,0.453562757013557,"edge_4"
"fixed","HLA.CategoryHigh Risk",-0.666214508917414,1.3812947198953,-0.482311630763283,0.629584586219073,"edge_4"
"fixed","HLA.CategoryLow/No Risk",-19.8260016897025,57969.9138394066,-0.000342005022547148,0.999727119478112,"edge_4"
"fixed","feeding_first_yearFormula",-0.833668371048085,2.58815372863965,-0.322109294290747,0.747369897400399,"edge_4"
"fixed","feeding_first_yearBreastmilk_and_formula",-0.487185414000872,1.56372150140212,-0.311555103363376,0.755378659271311,"edge_4"
"fixed","Delivery.ModeC-Section",22.4833960357616,57969.9139022466,0.000387845944944388,0.999690543716317,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-2.1488609546357,53836586.1855912,-3.99145099436268e-08,0.999999968152829,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",4.9886984108007,648098.211398824,7.69744202816627e-06,0.999993858329848,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",23.3163705936626,109386.93772315,0.000213154980649286,0.99982992693317,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-20.995154770406,37143.3268579013,-0.000565247018683246,0.999548998154769,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-22.6032595460329,73287.1643503714,-0.000308420440965231,0.999753916095819,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-0.604241108099395,2.35684070936603,-0.256377576005945,0.797659301114985,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",0.637546901754002,2.51857469852402,0.253137976065442,0.80016159364391,"edge_4"
"fixed","(Intercept)",-15.0546358804303,26.7351975262674,-0.56310172631562,0.573365616044492,"edge_48806"
"fixed","Dx.StatusCELIAC",-6.10799308165672,18.0892867412421,-0.33765803865174,0.735620899635928,"edge_48806"
"fixed","onset_timeline_combinedt0-6",-27.7379557496753,39831585.629399,-6.96380907547964e-07,0.999999444368425,"edge_48806"
"fixed","onset_timeline_combinedt0-12",-57.905551285238,18447282.0663808,-3.13897467805123e-06,0.999997495460568,"edge_48806"
"fixed","onset_timeline_combinedt0-18",-25.1377536743235,14055360.310389,-1.78848162688103e-06,0.999998572998123,"edge_48806"
"fixed","onset_timeline_combinedt0-24",0.641168316817538,9.07947859966516,0.0706173058044527,0.943702336757911,"edge_48806"
"fixed","onset_timeline_combinedt0-30",-0.746715976936759,6.60059377927079,-0.113128606593217,0.909928595787622,"edge_48806"
