"effect","term","estimate","std.error","statistic","p.value","gene"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",42.3170754549308,41759.9202933623,0.00101334186362557,0.999191470310573,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",10.3390835248911,28013094.8301749,3.69080374288177e-07,0.999999705516468,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-41.4392142308028,18612665.19572,-2.22639873414431e-06,0.999998223590824,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-66.2856929596977,19372674.9332287,-3.42160766069544e-06,0.999997269952074,"edge_209"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",19.437994053592,23772.2739141662,0.000817674999193435,0.999347589815089,"edge_209"
"fixed","(Intercept)",-3.71870440530359,1.41768381384849,-2.6230844769319,0.00871376638433656,"edge_2658"
"fixed","Dx.StatusCELIAC",-19.0606904433789,9627.92957155137,-0.00197972890243189,0.998420405905999,"edge_2658"
"fixed","onset_timeline_combinedt0-6",-19.1718552636961,21387.6557898937,-0.000896398158453409,0.999284777844822,"edge_2658"
"fixed","onset_timeline_combinedt0-12",-16.5828586659717,3102.57169656773,-0.00534487524794891,0.995735426865089,"edge_2658"
"fixed","onset_timeline_combinedt0-18",-19.3572032198921,19567.5717079165,-0.000989249126505598,0.999210693523911,"edge_2658"
"fixed","onset_timeline_combinedt0-24",1.2419653184509,1.35773937454015,0.91473028015523,0.360333243885716,"edge_2658"
"fixed","onset_timeline_combinedt0-30",1.83513961746402,1.30953411872343,1.40136831200164,0.161103963032282,"edge_2658"
"fixed","onset_timeline_combinedt0-36",0.852876838959525,1.3403059277698,0.636329976081409,0.524561370888199,"edge_2658"
"fixed","onset_timeline_combinedt0-over42",-0.165150518111855,1.63018766261835,-0.10130767266794,0.919306225624419,"edge_2658"
"fixed","SexMale",-0.454191827132346,1.15920252295941,-0.391814042961888,0.695195618251119,"edge_2658"
"fixed","Age.at.Gluten.Introduction..months.",-0.00578215473315298,0.0748592781181347,-0.077240321821274,0.93843236526738,"edge_2658"
"fixed","HLA.CategoryHigh Risk",1.70150077274424,1.11075373951044,1.53184338906134,0.125561086087594,"edge_2658"
"fixed","HLA.CategoryLow/No Risk",2.49913381306925,1.54830605342443,1.61410840417619,0.106503914784185,"edge_2658"
"fixed","feeding_first_yearFormula",-0.12016533068914,1.52583158877897,-0.0787539932800191,0.937228298375367,"edge_2658"
"fixed","feeding_first_yearBreastmilk_and_formula",-0.123970515981806,1.05109152944809,-0.117944548603585,0.906111594884439,"edge_2658"
"fixed","Delivery.ModeC-Section",-2.49210421898402,2.0484019359401,-1.21660899419151,0.223753019035995,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.315352498830113,21221699.1041221,-1.485990811965e-08,0.999999988143509,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",35.6834848936446,10115.4820995638,0.00352761089806916,0.997185379565453,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",9.39931104963802,3227907.07305018,2.91189022388932e-06,0.999997676647748,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-15.1945621575583,10251383.8709272,-1.48219619408165e-06,0.999998817378541,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",18.0337176014453,9627.92965224117,0.00187306287569804,0.998505512923935,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-2.74206834904541,27102.6815450081,-0.000101173322812792,0.9999192753679,"edge_2658"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",19.6335971432816,9627.92966708639,0.00203923354471524,0.99837292816649,"edge_2658"
"fixed","(Intercept)",-4.18619460123895,2.59581090270023,-1.61267317156437,0.106815532161867,"edge_305"
"fixed","Dx.StatusCELIAC",-20.2593094035674,22131.8275690511,-0.000915392519680468,0.999269622543475,"edge_305"
"fixed","onset_timeline_combinedt0-6",-19.9250765719469,37806.1503920245,-0.000527032674983757,0.999579488785059,"edge_305"
"fixed","onset_timeline_combinedt0-12",0.540846022426533,1.69269997297778,0.319516766739874,0.749334679177147,"edge_305"
"fixed","onset_timeline_combinedt0-18",3.18902631166989,1.57087042895755,2.03010143477344,0.0423462297249662,"edge_305"
"fixed","onset_timeline_combinedt0-24",3.08777111666942,1.73751858355733,1.77711544836984,0.0755492469355686,"edge_305"
"fixed","onset_timeline_combinedt0-30",-19.1374517164446,33832.4486783508,-0.000565653757385008,0.99954867362429,"edge_305"
"fixed","onset_timeline_combinedt0-36",-48.8729915329446,17382174.2243748,-2.81167309118388e-06,0.99999775660945,"edge_305"
"fixed","onset_timeline_combinedt0-over42",-28.2960499951322,6529438.71067726,-4.33361139432415e-06,0.999996542278376,"edge_305"
"fixed","SexMale",1.20294065702636,1.15411917652775,1.04230194029484,0.297271713075007,"edge_305"
"fixed","Age.at.Gluten.Introduction..months.",-0.15866282615028,0.252923872446834,-0.627314553645513,0.530453065346959,"edge_305"
"fixed","HLA.CategoryHigh Risk",-0.609471053537786,1.28149972407588,-0.475592028689111,0.634365055452082,"edge_305"
"fixed","HLA.CategoryLow/No Risk",-35.4098645912012,10338051.822133,-3.42519704876999e-06,0.999997267088157,"edge_305"
"fixed","feeding_first_yearFormula",1.79945797455834,1.28684977433876,1.39834346669018,0.162009950968182,"edge_305"
"fixed","feeding_first_yearBreastmilk_and_formula",0.143616833952529,1.16812900114957,0.122946039188475,0.902149828150286,"edge_305"
"fixed","Delivery.ModeC-Section",2.27305987347191,1.1632907880176,1.95399112318727,0.0507022669909087,"edge_305"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",40.6054547946041,43807.7930909051,0.000926900259740181,0.999260440699247,"edge_305"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-17.3728250621145,16321683.5940104,-1.06440153444035e-06,0.999999150730449,"edge_305"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-22.0751942391885,23726576.7281988,-9.30399462681539e-07,0.999999257648633,"edge_305"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-22.3337039452731,20321213.0989743,-1.09903399154849e-06,0.999999123097746,"edge_305"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",41.0762718708582,40428.3573140147,0.00101602623999316,0.999189328489216,"edge_305"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",40.7584490939121,17916896.2051093,2.27486103772199e-06,0.9999981849235,"edge_305"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",19.1663083823983,10536995.3972509,1.81895385352439e-06,0.999998548684803,"edge_305"
"fixed","(Intercept)",-79.7104659166507,50769.7738247308,-0.00157003783770694,0.998747291564076,"edge_329"
"fixed","Dx.StatusCELIAC",39.3198356627039,48325.8726266628,0.000813639434231549,0.999350809728995,"edge_329"
"fixed","onset_timeline_combinedt0-6",-1.45256083426719,89332.5394172031,-1.62601538447642e-05,0.999987026274292,"edge_329"
"fixed","onset_timeline_combinedt0-12",-982.146807681823,13993248.4785312,-7.01871912864734e-05,0.999943998723752,"edge_329"
"fixed","onset_timeline_combinedt0-18",8.10150580732226,90736.8827624351,8.92856968486939e-05,0.999928760321079,"edge_329"
"fixed","onset_timeline_combinedt0-24",-1518.1166287123,19372727.3660893,-7.8363598476571e-05,0.999937474894711,"edge_329"
"fixed","onset_timeline_combinedt0-30",59.817479529109,45608.7809774414,0.00131153427579429,0.998953547350384,"edge_329"
"fixed","onset_timeline_combinedt0-36",60.9584914804634,45608.7809870774,0.00133655164994949,0.998933586391291,"edge_329"
"fixed","onset_timeline_combinedt0-over42",39.4132089801505,41782.5182464992,0.000943294244440444,0.999247360197684,"edge_329"
"fixed","SexMale",-0.374464077965914,2.38910066015567,-0.156738510105939,0.875450935491158,"edge_329"
"fixed","Age.at.Gluten.Introduction..months.",-0.394607398156145,0.568279505814223,-0.694389634183196,0.487437892612674,"edge_329"
"fixed","HLA.CategoryHigh Risk",-38.7856687473293,23821.5410764802,-0.00162817630575646,0.998700903837347,"edge_329"
"fixed","HLA.CategoryLow/No Risk",52.4129417689227,25612.0155187343,0.0020464200379148,0.998367194186484,"edge_329"
"fixed","feeding_first_yearFormula",60.4254359352553,32635.2564245376,0.00185153856765235,0.998522686807225,"edge_329"
"fixed","feeding_first_yearBreastmilk_and_formula",21.9922569739762,22308.4782858822,0.000985825061312849,0.999213425531332,"edge_329"
"fixed","Delivery.ModeC-Section",-69.0005119003363,29815.5061919031,-0.00231424921838404,0.998153497927035,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",21.5964524425705,90750.0875478534,0.000237977207803601,0.999810121661863,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",158.0924224404,21464583.8545856,7.36526845856487e-06,0.999994123366011,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",13.2463513546383,94863.4144762432,0.000139636038063501,0.99988858656146,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",420.527891530052,28012856.6254772,1.50119602992431e-05,0.99998802218865,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-1567.22805478501,18612706.2893628,-8.42020515673576e-05,0.999932816483146,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1538.63493420764,19372713.3518305,-7.94227894804553e-05,0.999936629782564,"edge_329"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-1200.72351933856,15817770.4217165,-7.5909782941979e-05,0.999939432756235,"edge_329"
"fixed","(Intercept)",-3.70606266554222,7.41091465031705,-0.500081682277054,0.617017563631387,"edge_4"
"fixed","Dx.StatusCELIAC",-0.0297128742925397,3.28247139773226,-0.00905198269604641,0.992777661393438,"edge_4"
"fixed","onset_timeline_combinedt0-6",-43.0117784591943,21429699.6053787,-2.00711065723005e-06,0.999998398557395,"edge_4"
"fixed","onset_timeline_combinedt0-12",-42.0849703597396,14158650.9734562,-2.97238560641391e-06,0.999997628379416,"edge_4"
"fixed","onset_timeline_combinedt0-18",-17.1355757412274,14744.1329674778,-0.00116219622944425,0.999072701780653,"edge_4"
"fixed","onset_timeline_combinedt0-24",0.250231728508624,1.8778711183953,0.133252876652394,0.893993394142629,"edge_4"
"fixed","onset_timeline_combinedt0-30",0.862268779237262,2.08490065747498,0.413577872953214,0.679183280864477,"edge_4"
"fixed","onset_timeline_combinedt0-36",1.49032714383076,1.80223555951715,0.826932492792477,0.408275325363401,"edge_4"
"fixed","onset_timeline_combinedt0-over42",-0.850250360450587,1.86887643785955,-0.454952688806109,0.649143276028774,"edge_4"
"fixed","SexMale",-62.2789897066668,9928669.1732761,-6.27264224638446e-06,0.999994995155596,"edge_4"
"fixed","Age.at.Gluten.Introduction..months.",-0.22532068954691,0.833128010645689,-0.270451463241865,0.786812952679097,"edge_4"
"fixed","HLA.CategoryHigh Risk",0.274470133275217,2.98060407967326,0.0920854048167663,0.926630184447446,"edge_4"
"fixed","HLA.CategoryLow/No Risk",3.93776264702994,5.97491884748393,0.659048724768563,0.50986448050503,"edge_4"
"fixed","feeding_first_yearFormula",-0.587253770870856,5.22397075632026,-0.112415210242202,0.910494195741335,"edge_4"
"fixed","feeding_first_yearBreastmilk_and_formula",-1.3682982718602,3.61781257113828,-0.378211486901239,0.705273492846444,"edge_4"
"fixed","Delivery.ModeC-Section",-1.618630688551,5.67530026182346,-0.285206176568169,0.775486188582476,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",0.959720781544584,30028415.0462464,3.19604208236275e-08,0.999999974499274,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-33.5073157374185,21487369.6244295,-1.55939588339948e-06,0.9999987557821,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",19.8695754890128,14744.1332114464,0.00134762587966767,0.998924750442334,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-24.0723683930157,123788.458090055,-0.000194463755057869,0.999844840373182,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-67.9081643800243,18753145.9135677,-3.62116120105979e-06,0.999997110731386,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1.44138442094766,2.65757484305157,-0.542368326790973,0.587564794490249,"edge_4"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-0.268760969697548,2.65179484723746,-0.101350589008623,0.919272158681236,"edge_4"
"fixed","(Intercept)",-24.1366690759564,9745.58498370734,-0.00247667729708458,0.998023899442776,"edge_48666"
"fixed","Dx.StatusCELIAC",0.58035371461719,20707.0954953137,2.8026804374787e-05,0.999977637845504,"edge_48666"
"fixed","onset_timeline_combinedt0-6",21.3416753369671,9745.58470639733,0.00218988146734364,0.998252728783748,"edge_48666"
"fixed","onset_timeline_combinedt0-12",22.0994009825831,9745.58466277617,0.00226763213776112,0.998190692878323,"edge_48666"
"fixed","onset_timeline_combinedt0-18",23.9680623534178,9745.58484839988,0.00245937649984681,0.99803770343974,"edge_48666"
"fixed","onset_timeline_combinedt0-24",25.8200153089586,9745.58495911608,0.0026494064150358,0.997886081999208,"edge_48666"
"fixed","onset_timeline_combinedt0-30",3.63070479087408,38147.4171215382,9.51756387413232e-05,0.999924060827398,"edge_48666"
"fixed","onset_timeline_combinedt0-36",-25.9572773675778,17327436.9176337,-1.49804483438412e-06,0.999998804733155,"edge_48666"
"fixed","onset_timeline_combinedt0-over42",9.91446926426542,10266.2472057054,0.00096573451482403,0.999229455460561,"edge_48666"
"fixed","SexMale",2.40193553379063,1.84534817530252,1.30161644611965,0.193047534912552,"edge_48666"
"fixed","Age.at.Gluten.Introduction..months.",-0.40096132863179,0.362320304926428,-1.10664879439536,0.268445802196089,"edge_48666"
"fixed","HLA.CategoryHigh Risk",-1.58872375061726,1.37695263233085,-1.15379695228,0.248583423979819,"edge_48666"
"fixed","HLA.CategoryLow/No Risk",-12.1724753286229,79.7811230598695,-0.15257337653029,0.87873472159772,"edge_48666"
"fixed","feeding_first_yearFormula",3.43947005668761,1.77646142918703,1.93613551084057,0.0528511063052128,"edge_48666"
"fixed","feeding_first_yearBreastmilk_and_formula",-2.89068538183774,1.97337250273015,-1.46484527266824,0.142963136904067,"edge_48666"
"fixed","Delivery.ModeC-Section",2.25430817505279,1.54615239435663,1.45801163150599,0.144837336978869,"edge_48666"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.753436984260369,20707.0955993089,-3.63854496468117e-05,0.999970968611495,"edge_48666"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-25.2022737570738,175582.655070285,-0.000143535098879701,0.999885475561064,"edge_48666"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",0.718130928128807,20707.0955802196,3.46804275542534e-05,0.999972329022298,"edge_48666"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-36.2722299223778,19735468.8721266,-1.83792086002106e-06,0.999998533551322,"edge_48666"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",19.9888483579371,42296.9588397098,0.000472583582987317,0.999622932869481,"edge_48666"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-2.39385528751157,25991159.5141399,-9.21026738422056e-08,0.999999926512699,"edge_48666"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",14.6836787166576,20957.1756904792,0.00070065160179615,0.999440960950165,"edge_48666"
"fixed","(Intercept)",-10.2225360122792,4.70958947390012,-2.17057900034198,0.0299630109069138,"edge_48806"
"fixed","Dx.StatusCELIAC",1.29997786141275,1.82480434837302,0.712393009459781,0.476221443137899,"edge_48806"
"fixed","onset_timeline_combinedt0-6",-18.7224549239187,20283.7840566782,-0.000923025746655716,0.999263532112095,"edge_48806"
"fixed","onset_timeline_combinedt0-12",-2.26003536999773,1.78283808301602,-1.2676615961526,0.204918824866326,"edge_48806"
"fixed","onset_timeline_combinedt0-18",-22.1188827098932,53913.101226608,-0.000410269159196072,0.999672652581287,"edge_48806"
"fixed","onset_timeline_combinedt0-24",-0.41153795475537,1.66193297788439,-0.247626083742108,0.804423727239598,"edge_48806"
"fixed","onset_timeline_combinedt0-30",-0.519772050142862,1.63502124115761,-0.317899264583778,0.750561350464248,"edge_48806"
"fixed","onset_timeline_combinedt0-36",-19.2741575050885,5422.14733745288,-0.00355470928868981,0.997163758313518,"edge_48806"
"fixed","onset_timeline_combinedt0-over42",-11.8253440571878,105.610704156007,-0.111971074823244,0.910846341262373,"edge_48806"
"fixed","SexMale",-1.68817606771735,1.86840540341029,-0.903538420856646,0.366240206587178,"edge_48806"
"fixed","Age.at.Gluten.Introduction..months.",0.478158511513813,0.427643442036693,1.11812427015492,0.263513922132645,"edge_48806"
"fixed","HLA.CategoryHigh Risk",1.02978150506874,1.80753955623059,0.569714505842533,0.568871349866379,"edge_48806"
"fixed","HLA.CategoryLow/No Risk",-19.9031689289235,23.8831819005639,-0.833354994815557,0.404644548779363,"edge_48806"
"fixed","feeding_first_yearFormula",-18.3002371741454,29006.0933275051,-0.000630910097665313,0.999496606607214,"edge_48806"
"fixed","feeding_first_yearBreastmilk_and_formula",4.43781232597863,2.23432791323336,1.98619562495486,0.0470116064699344,"edge_48806"
"fixed","Delivery.ModeC-Section",0.382318564612163,1.77294164154532,0.215640806021641,0.829267745433574,"edge_48806"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",1.75432578483639,20641.8792941772,8.49886659947313e-05,0.999932188855641,"edge_48806"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",1.01514675365268,2.3836972728541,0.425870669574244,0.67020208827526,"edge_48806"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-2.966684133771,265683.177259545,-1.11662475749183e-05,0.999991090623458,"edge_48806"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",1.06348958195999,2.52649757008982,0.420934337934939,0.673803030161043,"edge_48806"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-1.60109641309856,2.83862626614282,-0.564039173523946,0.572727472505047,"edge_48806"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-8.06106822722503,843253.235476023,-9.5594868636045e-06,0.999992372633022,"edge_48806"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-19.1534458662883,937830.996109611,-2.04231316151228e-05,0.999983704698602,"edge_48806"
"fixed","(Intercept)",-23.3261827108258,37855.7846838947,-0.000616185423327117,0.999508355195247,"edge_61"
"fixed","Dx.StatusCELIAC",22.2855145844438,37855.7845063376,0.000588695093102954,0.999530289301323,"edge_61"
"fixed","onset_timeline_combinedt0-6",23.3054938318076,37855.784553499,0.000615638907149621,0.999508791251985,"edge_61"
"fixed","onset_timeline_combinedt0-12",7.70256190181613,37858.7058166609,0.000203455499485838,0.99983766599927,"edge_61"
"fixed","onset_timeline_combinedt0-18",22.2813777991836,37855.784512084,0.000588585815519717,0.999530376492205,"edge_61"
"fixed","onset_timeline_combinedt0-24",22.1258371537483,37855.7845060906,0.000584477047363487,0.999533654814317,"edge_61"
"fixed","onset_timeline_combinedt0-30",20.5029258547202,37855.7845056086,0.000541606154052428,0.999567860832773,"edge_61"
"fixed","onset_timeline_combinedt0-36",22.1531052116264,37855.7844979154,0.000585197361656747,0.999533080086761,"edge_61"
