"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 8",508.00377174597,-3.94390844963472,0.711982229435507,-5.53933551510357,3.0362146312063e-08,3.64345755744756e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 10",52.7876490379596,-2.0168462470305,0.751305754757975,-2.68445467675169,0.00726482326563518,0.0265323980136241
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 11",23.9634459135133,-2.0781706785977,0.655476452141031,-3.17047343472006,0.00152190748122173,0.00581091947375568
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 3",50.4013465380829,-2.37843181083433,0.635749972828375,-3.74114339360956,0.000183184962171311,0.000854863156799453
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 5",7.70104427080201,-1.48044901050272,0.584295634643997,-2.53373279333969,0.011285475145335,0.0394991630086726
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 8",3.18362643534328,-2.09246056093569,0.529710502119836,-3.95019648008096,7.8087064819283e-05,0.00038584196734234
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 14",41.1566381742044,-2.34786235328574,0.675619145361241,-3.47512702889789,0.000510611494376418,0.00204244597750567
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 3",47.0353637912208,-2.75097613874161,0.633867700569387,-4.33998472594594,1.4249262002024e-05,9.97448340141681e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 4",34.4001775024521,-2.28772490972034,0.62711104030933,-3.64803800709982,0.000264250554232506,0.00110985232777652
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;unclassified Gammatorquevirus species",46.5383421100967,-2.61514410537789,0.650660780107637,-4.01921275314193,5.83929248829673e-05,0.000327000379344617
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gyrovirus;Avian gyrovirus 2",1.36027032458262,1.70890140801388,0.417266553539223,4.09546701866973,4.21318206494978e-05,0.000252790923896987
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Anelloviridae sp.",3006.04403629453,-5.66178533533976,0.921876422224899,-6.14158817694388,8.17004511415067e-10,1.71570947397164e-08
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Small anellovirus",10.5797525482479,-2.59608543924351,0.595019051604859,-4.36302910342361,1.2827387120235e-05,9.79545925545219e-05
