"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;unclassified Papillomaviridae genus;unclassified Papillomaviridae species",1.73665808257463,-0.927732123756984,0.4092837752799,-2.2667209886894,0.0234072754202405,0.0480465127047042
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;unclassified Picornavirales species",7.82674703947595,-2.51766936314785,0.47786387227609,-5.26859113905403,1.37474782960937e-07,6.70189566934567e-07
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Adenovirus Lopburi078_2006_THA",1.18214835483107,0.952780923247212,0.364895581681385,2.61110567263363,0.00902500017287165,0.0219984379213746
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus B",1.21255254322785,1.05696120715387,0.366077306577511,2.88726230269637,0.00388610110146764,0.0108255673540884
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus C",81.7954265267753,1.47442730617661,0.546390855087502,2.69848459659979,0.00696559613632221,0.0181105499544377
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus E",1.1455977455176,0.819360186616483,0.363695710541187,2.25287283536354,0.0242671680980103,0.0485343361960205
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus G",1.16382221228336,0.906764835527762,0.36402768900002,2.49092270431031,0.0127411835195487,0.0283946375578514
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Rhesus adenovirus 58",1.17602834333939,0.941510495771715,0.36443416444011,2.58348581894945,0.00978074879148627,0.0231181335071494
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Simian mastadenovirus H",1.16990833184771,0.929734062816642,0.36425260463055,2.55244314247153,0.0106970367346056,0.0245402607440951
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;unidentified adenovirus",6.32519895240233,1.23424721649306,0.47108048541119,2.6200346962276,0.00879208212062043,0.0219984379213746
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;unclassified Adenoviridae genus;Lophocebus aterrimus adenovirus",1.16385610421068,0.894790390582536,0.364008227236421,2.45815979868328,0.0139651019178522,0.0302577208220132
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 8",508.00377174597,-4.87387952990731,0.609979709790825,-7.99023221867276,1.34684812761404e-15,5.25270769769476e-14
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 10",52.7876490379596,-1.83529710074489,0.620169505588335,-2.95934753999845,0.00308291205259506,0.00890619037416352
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 11",23.9634459135133,-2.65164025960813,0.552305846280678,-4.80103601557856,1.57846874500389e-06,6.84003122835021e-06
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 3",50.4013465380829,-3.38849379007461,0.548308312906532,-6.17990592211253,6.41398118518542e-10,6.25363165555578e-09
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 5",7.70104427080201,-1.921423138885,0.493179567849521,-3.89599096179765,9.77980358020028e-05,0.000317843616356509
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 8",3.18362643534328,-2.22860460111188,0.460020009038369,-4.84458188192854,1.26878585313762e-06,5.82148803204321e-06
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 13",1.36470475301973,-0.942608865061472,0.39269535334738,-2.40035655381854,0.0163791089698732,0.034528932422976
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 14",41.1566381742044,-2.3257283059381,0.556718273080789,-4.17756775445487,2.94642909381879e-05,0.000109438794913269
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 3",47.0353637912208,-3.42472092770635,0.541817898554285,-6.32079696304685,2.60217742945439e-10,2.89956913567775e-09
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 4",34.4001775024521,-2.85783033662118,0.531053526595914,-5.38143556816212,7.38941529766433e-08,4.4336491785986e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 8",5.09250294967199,-1.47803927197441,0.466261176767721,-3.16998143019472,0.00152448680088099,0.00457346040264296
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;unclassified Gammatorquevirus species",46.5383421100967,-3.00165630803863,0.545769481198072,-5.4998610428883,3.80090670670558e-08,2.6951883920276e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Anelloviridae sp.",3006.04403629453,-3.25223667506996,0.770598707598683,-4.22040245201616,2.43866565398318e-05,9.51079605053441e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Small anellovirus",10.5797525482479,-2.96080663856646,0.510112113443627,-5.8042272679605,6.46635198840672e-09,5.04375455095724e-08
