protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_10_102032|327|92	sample-1_10_102032	61999	62979	+	False	PDDEXK_beta	cl_28
sample-1_10_102032|148|93	sample-1_10_102032	62996	63439	+	False	gene53b	cl_1421
sample-1_10_102032|1595|94	sample-1_10_102032	63514	68298	-	False	long_transcr	cl_2223
sample-1_10_102032|5335|95	sample-1_10_102032	68302	84306	-	False		cl_5
sample-1_10_102032|708|96	sample-1_10_102032	84311	86434	-	False		cl_317
sample-1_10_102032|654|97	sample-1_10_102032	86424	88385	-	False	gene49	cl_60
sample-1_10_102032|1391|98	sample-1_10_102032	88387	92559	-	False	Tstab	cl_1492
sample-1_10_102032|309|99	sample-1_10_102032	92556	93482	-	False	Ttub	cl_17
sample-1_10_102032|150|100	sample-1_10_102032	93494	93943	-	False	IHF_53	cl_33
sample-1_10_102032|215|101	sample-1_10_102032	93951	94595	-	False	IHF_54	cl_32
sample-1_10_102032|188|102	sample-1_10_102032	94735	95298	-	False		cl_530
sample-1_10_102032|143|103	sample-1_10_102032	95347	95775	-	False		cl_456
sample-1_10_102032|153|104	sample-1_10_102032	95791	96249	-	False		cl_1980
sample-1_10_102032|35|105	sample-1_10_102032	96692	96796	-	False		cl_327
sample-1_10_102032|111|106	sample-1_10_102032	96826	97158	-	False		cl_755
sample-1_10_102032|56|107	sample-1_10_102032	97297	97464	-	False		cl_755
sample-1_10_102032|151|108	sample-1_10_102032	97598	98050	-	False		cl_35
sample-1_10_102032|170|109	sample-1_10_102032	98116	98625	-	False	holin	cl_54
sample-1_10_102032|61|110	sample-1_10_102032	98740	98922	-	False	RT_G2	cl_2576
sample-1_10_102032|198|111	sample-1_10_102032	99172	99765	-	False	RT_G2	cl_15
sample-1_10_102032|179|112	sample-1_10_102032	100083	100619	-	False		cl_703
sample-1_10_102032|79|113	sample-1_10_102032	100582	100818	-	False		cl_703
sample-1_10_102032|253|114	sample-1_10_102032	100787	101545	-	False		
sample-1_10_102032|62|115	sample-1_10_102032	101508	101693	-	False		
sample-1_10_102032|113|116	sample-1_10_102032	101693	102031	-	True		cl_115
