protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_22_93708|105|59	sample-1_22_93708	61290	61604	-	False		cl_647
sample-1_22_93708|112|60	sample-1_22_93708	61613	61948	-	False		cl_758
sample-1_22_93708|101|61	sample-1_22_93708	61945	62247	-	False		cl_221
sample-1_22_93708|214|62	sample-1_22_93708	62616	63257	-	False		cl_562
sample-1_22_93708|154|63	sample-1_22_93708	63406	63867	+	False		cl_768
sample-1_22_93708|67|64	sample-1_22_93708	64067	64267	+	False		cl_251
sample-1_22_93708|74|65	sample-1_22_93708	64264	64485	+	False		cl_1097
sample-1_22_93708|58|66	sample-1_22_93708	64567	64740	+	False	52eps	cl_78
sample-1_22_93708|122|67	sample-1_22_93708	64762	65127	+	False		cl_34
sample-1_22_93708|139|68	sample-1_22_93708	65294	65710	+	False		cl_50
sample-1_22_93708|124|69	sample-1_22_93708	65734	66105	+	False	phage_O	cl_49
sample-1_22_93708|143|70	sample-1_22_93708	66107	66535	+	False		cl_383
sample-1_22_93708|90|71	sample-1_22_93708	66682	66951	+	False		cl_385
sample-1_22_93708|142|72	sample-1_22_93708	66935	67360	+	False	ZnMc	cl_436
sample-1_22_93708|39|73	sample-1_22_93708	67353	67469	+	False		cl_583
sample-1_22_93708|40|74	sample-1_22_93708	67510	67629	+	False		cl_583
sample-1_22_93708|270|75	sample-1_22_93708	67607	68416	+	False	p2	cl_581
sample-1_22_93708|46|76	sample-1_22_93708	68355	68492	+	False		cl_650
sample-1_22_93708|129|77	sample-1_22_93708	68494	68880	+	False		cl_710
sample-1_22_93708|180|78	sample-1_22_93708	68893	69432	+	False	gene86	cl_708
sample-1_22_93708|53|79	sample-1_22_93708	69490	69648	+	False		cl_409
sample-1_22_93708|602|80	sample-1_22_93708	70267	72072	+	False	TerL	cl_6
sample-1_22_93708|827|81	sample-1_22_93708	72124	74604	+	False	portal	cl_4
sample-1_22_93708|105|82	sample-1_22_93708	74655	74969	+	False		cl_9
sample-1_22_93708|892|83	sample-1_22_93708	75069	77744	+	False	ZnMc	cl_1486
sample-1_22_93708|92|84	sample-1_22_93708	77728	78003	+	False		cl_1081
sample-1_22_93708|405|85	sample-1_22_93708	78233	79447	+	False	gene77	cl_225
sample-1_22_93708|488|86	sample-1_22_93708	79486	80949	+	False	MCP	cl_3
sample-1_22_93708|251|87	sample-1_22_93708	81062	81814	+	False	gene75	cl_26
sample-1_22_93708|232|88	sample-1_22_93708	81814	82509	+	False	gene74	cl_525
sample-1_22_93708|238|89	sample-1_22_93708	82524	83237	+	False	gene74	cl_29
sample-1_22_93708|273|90	sample-1_22_93708	83360	84178	+	False	gene73	cl_139
sample-1_22_93708|195|91	sample-1_22_93708	84416	85000	+	False		cl_199
sample-1_22_93708|106|92	sample-1_22_93708	84994	85311	+	False		cl_597
sample-1_22_93708|868|93	sample-1_22_93708	85308	87911	+	False		cl_551
sample-1_22_93708|74|94	sample-1_22_93708	87914	88135	+	False		cl_238
sample-1_22_93708|308|95	sample-1_22_93708	88480	89403	+	False		cl_584
sample-1_22_93708|585|96	sample-1_22_93708	89408	91162	+	False		cl_115
sample-1_22_93708|238|97	sample-1_22_93708	91155	91868	+	False		cl_2727
sample-1_22_93708|125|98	sample-1_22_93708	92206	92580	+	False		cl_868
sample-1_22_93708|153|99	sample-1_22_93708	92591	93049	+	False		cl_740
sample-1_22_93708|71|100	sample-1_22_93708	93062	93274	+	False	Pept_M15	cl_1166
