protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_17_96846|230|43	sample-1_17_96846	69596	70285	-	False	DUF2829	cl_30
sample-1_17_96846|58|44	sample-1_17_96846	70286	70459	-	False		cl_2803
sample-1_17_96846|221|45	sample-1_17_96846	70471	71133	-	False	dUTP	cl_25
sample-1_17_96846|65|46	sample-1_17_96846	71126	71320	-	False		cl_901
sample-1_17_96846|81|47	sample-1_17_96846	71317	71559	-	False		cl_2085
sample-1_17_96846|362|48	sample-1_17_96846	71531	72616	-	False	gene34	cl_10
sample-1_17_96846|36|49	sample-1_17_96846	72639	72746	-	False		cl_140
sample-1_17_96846|262|50	sample-1_17_96846	72753	73538	-	False	Gp157	cl_13
sample-1_17_96846|56|51	sample-1_17_96846	73531	73698	-	False		cl_920
sample-1_17_96846|90|52	sample-1_17_96846	73670	73939	-	False		cl_1718
sample-1_17_96846|101|53	sample-1_17_96846	73920	74222	-	False		cl_800
sample-1_17_96846|59|54	sample-1_17_96846	74209	74385	-	False		cl_1102
sample-1_17_96846|100|55	sample-1_17_96846	74375	74674	-	False		cl_741
sample-1_17_96846|112|56	sample-1_17_96846	74661	74996	-	False	HNH	cl_74
sample-1_17_96846|89|57	sample-1_17_96846	74996	75262	-	False		cl_724
sample-1_17_96846|117|58	sample-1_17_96846	75651	76001	-	False		cl_821
sample-1_17_96846|404|59	sample-1_17_96846	76013	77224	-	False	DNA_lig	cl_8
sample-1_17_96846|160|60	sample-1_17_96846	77221	77700	-	False		cl_719
sample-1_17_96846|165|61	sample-1_17_96846	77681	78175	-	False	gene23	cl_45
sample-1_17_96846|379|62	sample-1_17_96846	78168	79304	-	False	primase	cl_2
sample-1_17_96846|196|63	sample-1_17_96846	79301	79888	-	False	HNH	cl_74
sample-1_17_96846|340|64	sample-1_17_96846	79983	81002	-	False	ssb	cl_51
sample-1_17_96846|250|65	sample-1_17_96846	81178	81927	-	False	gene20	cl_205
sample-1_17_96846|297|66	sample-1_17_96846	82043	82933	-	False	RecT	cl_807
sample-1_17_96846|490|67	sample-1_17_96846	83004	84473	-	False	SNF2	cl_557
sample-1_17_96846|82|68	sample-1_17_96846	84470	84715	-	False		cl_1487
sample-1_17_96846|91|69	sample-1_17_96846	84712	84984	-	False		cl_1328
sample-1_17_96846|731|70	sample-1_17_96846	84987	87179	-	False	DNApB	cl_1
sample-1_17_96846|182|71	sample-1_17_96846	87176	87721	-	False	UDG	cl_53
sample-1_17_96846|484|72	sample-1_17_96846	87711	89162	-	False	SF1	cl_5
sample-1_17_96846|118|73	sample-1_17_96846	89149	89502	-	False		cl_1338
sample-1_17_96846|91|74	sample-1_17_96846	89502	89774	-	False		cl_775
sample-1_17_96846|106|75	sample-1_17_96846	89777	90094	-	False		cl_742
sample-1_17_96846|49|76	sample-1_17_96846	90072	90218	-	False		cl_756
sample-1_17_96846|110|77	sample-1_17_96846	90256	90585	-	False		cl_1498
sample-1_17_96846|86|78	sample-1_17_96846	90897	91154	-	False		cl_1496
sample-1_17_96846|107|79	sample-1_17_96846	91318	91638	-	False		cl_1441
sample-1_17_96846|54|80	sample-1_17_96846	91657	91818	-	False		cl_774
sample-1_17_96846|153|81	sample-1_17_96846	91895	92353	-	False		cl_1501
sample-1_17_96846|61|82	sample-1_17_96846	92350	92532	-	False		cl_1515
sample-1_17_96846|277|83	sample-1_17_96846	92529	93359	-	False		cl_1451
sample-1_17_96846|301|84	sample-1_17_96846	93389	94291	-	False		cl_1497
sample-1_17_96846|218|85	sample-1_17_96846	94491	95144	-	False		cl_751
sample-1_17_96846|65|86	sample-1_17_96846	95257	95451	-	False		cl_3034
sample-1_17_96846|131|87	sample-1_17_96846	95423	95815	-	False		cl_1479
sample-1_17_96846|57|88	sample-1_17_96846	95855	96025	-	False		cl_2033
sample-1_17_96846|121|89	sample-1_17_96846	96483	96845	-	True		
