protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_2_180874|132|56	sample-1_2_180874	34581	34976	+	False		cl_1723
sample-1_2_180874|59|57	sample-1_2_180874	35028	35204	+	False		cl_1919
sample-1_2_180874|59|58	sample-1_2_180874	35322	35498	+	False		cl_1896
sample-1_2_180874|164|59	sample-1_2_180874	35500	35991	+	False		cl_1780
sample-1_2_180874|73|60	sample-1_2_180874	35936	36154	+	False		cl_629
sample-1_2_180874|398|61	sample-1_2_180874	36156	37349	+	False		cl_1371
sample-1_2_180874|84|62	sample-1_2_180874	37732	37983	+	False		cl_1728
sample-1_2_180874|155|63	sample-1_2_180874	37988	38452	+	False		cl_1452
sample-1_2_180874|136|64	sample-1_2_180874	38439	38846	+	False	Rnase_H	cl_158
sample-1_2_180874|38|65	sample-1_2_180874	38851	38964	+	False		cl_475
sample-1_2_180874|289|66	sample-1_2_180874	38967	39833	+	False		cl_982
sample-1_2_180874|671|67	sample-1_2_180874	39838	41850	+	False		cl_913
sample-1_2_180874|313|68	sample-1_2_180874	41850	42788	+	False		cl_982
sample-1_2_180874|125|69	sample-1_2_180874	42791	43165	+	False		cl_1011
sample-1_2_180874|87|70	sample-1_2_180874	43168	43428	+	False		cl_1887
sample-1_2_180874|201|71	sample-1_2_180874	43668	44270	+	False	47eps	cl_1114
sample-1_2_180874|122|72	sample-1_2_180874	44267	44632	+	False		cl_1937
sample-1_2_180874|108|73	sample-1_2_180874	44734	45057	+	False		cl_1305
sample-1_2_180874|119|74	sample-1_2_180874	45223	45579	+	False		cl_1304
sample-1_2_180874|90|75	sample-1_2_180874	45889	46158	+	False		cl_1822
sample-1_2_180874|159|76	sample-1_2_180874	46100	46576	+	False		cl_1309
sample-1_2_180874|71|77	sample-1_2_180874	46573	46785	+	False		cl_2247
sample-1_2_180874|91|78	sample-1_2_180874	46815	47087	+	False		cl_616
sample-1_2_180874|59|79	sample-1_2_180874	47091	47267	+	False		cl_1226
sample-1_2_180874|153|80	sample-1_2_180874	47298	47756	+	False		cl_874
sample-1_2_180874|115|81	sample-1_2_180874	47710	48054	+	False	clsmm_unk	cl_585
sample-1_2_180874|187|82	sample-1_2_180874	48062	48622	+	False	ferritin	cl_226
sample-1_2_180874|176|83	sample-1_2_180874	48687	49214	+	False		cl_450
sample-1_2_180874|106|84	sample-1_2_180874	49211	49528	+	False		cl_1303
sample-1_2_180874|123|85	sample-1_2_180874	49485	49853	+	False		cl_1073
sample-1_2_180874|102|86	sample-1_2_180874	50086	50391	+	False		cl_157
sample-1_2_180874|281|87	sample-1_2_180874	50448	51290	+	False		cl_159
sample-1_2_180874|425|88	sample-1_2_180874	51444	52718	+	False	SNF2	cl_24
sample-1_2_180874|67|89	sample-1_2_180874	52718	52918	+	False		cl_1329
sample-1_2_180874|75|90	sample-1_2_180874	52979	53203	+	False	11z376_unk	cl_1825
sample-1_2_180874|194|91	sample-1_2_180874	53299	53880	+	False	Rep_Org	cl_162
sample-1_2_180874|364|92	sample-1_2_180874	53877	54968	+	False	DnaB	cl_87
sample-1_2_180874|231|93	sample-1_2_180874	54973	55665	+	False	ATP_43b	cl_213
sample-1_2_180874|187|94	sample-1_2_180874	55662	56222	+	False	cls82_unk	cl_163
sample-1_2_180874|228|95	sample-1_2_180874	56235	56918	+	False	ssb	cl_164
sample-1_2_180874|335|96	sample-1_2_180874	56966	57970	+	False	primase	cl_2
sample-1_2_180874|132|97	sample-1_2_180874	57949	58344	+	False	endonucl	cl_167
sample-1_2_180874|74|98	sample-1_2_180874	58456	58677	+	False	clsyy_unk	cl_547
sample-1_2_180874|168|99	sample-1_2_180874	58697	59200	+	False	NT5C	cl_170
sample-1_2_180874|346|100	sample-1_2_180874	59193	60230	+	False	PDDEXK_beta	cl_237
sample-1_2_180874|131|101	sample-1_2_180874	60202	60594	+	False	16z210_unk	cl_443
sample-1_2_180874|74|102	sample-1_2_180874	60597	60818	+	False		cl_885
sample-1_2_180874|179|103	sample-1_2_180874	61038	61574	+	False	cls495_unk	cl_172
sample-1_2_180874|523|104	sample-1_2_180874	61719	63287	+	False	MPP	cl_780
sample-1_2_180874|250|105	sample-1_2_180874	63298	64047	+	False		cl_2472
sample-1_2_180874|260|106	sample-1_2_180874	64052	64831	+	False	DUF3871	cl_279
sample-1_2_180874|689|107	sample-1_2_180874	64835	66901	+	False	RNR	cl_291
sample-1_2_180874|194|108	sample-1_2_180874	66894	67475	+	False	NrdG	cl_176
sample-1_2_180874|455|109	sample-1_2_180874	67472	68836	+	False	SF1	cl_5
sample-1_2_180874|133|110	sample-1_2_180874	68842	69240	+	False		cl_1768
sample-1_2_180874|175|111	sample-1_2_180874	69234	69758	+	False	16z214_unk	cl_445
sample-1_2_180874|179|112	sample-1_2_180874	69739	70275	+	False	dUTP	cl_21
sample-1_2_180874|74|113	sample-1_2_180874	70272	70493	+	False		cl_1826
sample-1_2_180874|403|114	sample-1_2_180874	70654	71862	+	False	DNA_lig	cl_8
sample-1_2_180874|84|115	sample-1_2_180874	71865	72116	+	False		cl_1312
sample-1_2_180874|66|116	sample-1_2_180874	72113	72310	+	False		cl_1567
sample-1_2_180874|101|117	sample-1_2_180874	72304	72606	+	False	14z202_unk	cl_624
sample-1_2_180874|68|118	sample-1_2_180874	72624	72827	+	False		cl_1014
sample-1_2_180874|463|119	sample-1_2_180874	72855	74243	+	False	RNA_lig	cl_284
sample-1_2_180874|125|120	sample-1_2_180874	74240	74614	+	False	12z258_unk	cl_1830
sample-1_2_180874|117|121	sample-1_2_180874	74583	74933	+	False		cl_1482
sample-1_2_180874|87|122	sample-1_2_180874	74953	75213	+	False		cl_1651
sample-1_2_180874|259|123	sample-1_2_180874	75213	75989	+	False	NT	cl_715
sample-1_2_180874|133|124	sample-1_2_180874	75986	76384	+	False		cl_871
sample-1_2_180874|85|125	sample-1_2_180874	76384	76638	+	False	15z259_unk	cl_1874
sample-1_2_180874|309|126	sample-1_2_180874	76620	77546	+	False	PNK	cl_131
sample-1_2_180874|59|127	sample-1_2_180874	77546	77722	+	False	11z310_unk	cl_744
sample-1_2_180874|105|128	sample-1_2_180874	77715	78029	+	False		cl_1376
sample-1_2_180874|71|129	sample-1_2_180874	78007	78219	+	False		cl_1722
sample-1_2_180874|208|130	sample-1_2_180874	78206	78829	+	False	RepB	cl_330
sample-1_2_180874|75|131	sample-1_2_180874	78889	79113	+	False		cl_1098
sample-1_2_180874|713|132	sample-1_2_180874	79110	81248	+	False	PolA	cl_138
sample-1_2_180874|157|133	sample-1_2_180874	81250	81720	+	False		cl_1310
sample-1_2_180874|127|134	sample-1_2_180874	81734	82114	+	False		cl_1836
sample-1_2_180874|71|135	sample-1_2_180874	82114	82326	+	False		cl_1906
sample-1_2_180874|316|136	sample-1_2_180874	82292	83239	+	False	Thy1	cl_7
sample-1_2_180874|111|137	sample-1_2_180874	83202	83534	+	False		cl_1829
sample-1_2_180874|174|138	sample-1_2_180874	83479	84000	+	False		cl_2116
sample-1_2_180874|198|139	sample-1_2_180874	84002	84595	+	False	MPP	cl_116
sample-1_2_180874|74|140	sample-1_2_180874	84582	84803	+	False		cl_1601
sample-1_2_180874|71|141	sample-1_2_180874	84781	84993	+	False		cl_1596
sample-1_2_180874|135|142	sample-1_2_180874	84999	85403	+	False		cl_1597
sample-1_2_180874|71|143	sample-1_2_180874	85400	85612	+	False		cl_1764
sample-1_2_180874|76|144	sample-1_2_180874	85605	85832	+	False		cl_1601
sample-1_2_180874|32|145	sample-1_2_180874	85820	85915	+	False		cl_1798
sample-1_2_180874|60|146	sample-1_2_180874	85929	86108	+	False		cl_1798
sample-1_2_180874|85|147	sample-1_2_180874	86089	86343	+	False		cl_1528
sample-1_2_180874|84|148	sample-1_2_180874	86340	86591	+	False		cl_1932
sample-1_2_180874|81|149	sample-1_2_180874	86594	86836	+	False		cl_1834
sample-1_2_180874|235|150	sample-1_2_180874	86827	87531	+	False	MPP	cl_47
sample-1_2_180874|76|151	sample-1_2_180874	87536	87763	+	False		cl_875
sample-1_2_180874|193|152	sample-1_2_180874	87767	88345	+	False		cl_1562
sample-1_2_180874|99|153	sample-1_2_180874	88336	88632	+	False		cl_1778
sample-1_2_180874|388|154	sample-1_2_180874	88629	89792	+	False		cl_1069
sample-1_2_180874|330|155	sample-1_2_180874	89789	90778	+	False		cl_952
sample-1_2_180874|368|156	sample-1_2_180874	90771	91874	+	False	AAA_ATP_2	cl_615
sample-1_2_180874|84|157	sample-1_2_180874	91877	92128	+	False		cl_1222
sample-1_2_180874|192|158	sample-1_2_180874	92119	92694	+	False		cl_1103
sample-1_2_180874|185|159	sample-1_2_180874	92722	93276	+	False		cl_344
sample-1_2_180874|182|160	sample-1_2_180874	93273	93818	+	False		cl_1162
sample-1_2_180874|82|161	sample-1_2_180874	93805	94050	+	False		cl_1895
sample-1_2_180874|246|162	sample-1_2_180874	94025	94762	+	False		cl_1875
sample-1_2_180874|302|163	sample-1_2_180874	94749	95654	+	False	YqeY	cl_477
sample-1_2_180874|84|164	sample-1_2_180874	95656	95907	+	False		cl_1345
sample-1_2_180874|61|165	sample-1_2_180874	95894	96076	+	False	15z259_unk	cl_1766
sample-1_2_180874|239|166	sample-1_2_180874	96073	96789	+	False	dNK	cl_20
sample-1_2_180874|1509|167	sample-1_2_180874	96849	101375	-	False	cls14_unk	cl_146
sample-1_2_180874|805|168	sample-1_2_180874	101375	103789	-	False	ZnMc_tr	cl_569
sample-1_2_180874|984|169	sample-1_2_180874	103791	106742	-	False	RNApBprime	cl_77
sample-1_2_180874|235|170	sample-1_2_180874	106802	107506	-	False	LAGLIDADG	cl_1352
sample-1_2_180874|2265|171	sample-1_2_180874	107835	114629	-	False		cl_77
sample-1_2_180874|2968|172	sample-1_2_180874	114635	123538	-	False		cl_144
sample-1_2_180874|611|173	sample-1_2_180874	123540	125372	-	False		cl_156
sample-1_2_180874|1555|174	sample-1_2_180874	125363	130027	-	False		cl_207
sample-1_2_180874|108|175	sample-1_2_180874	130096	130419	-	False	cls164	cl_442
sample-1_2_180874|261|176	sample-1_2_180874	130427	131209	-	False		cl_806
sample-1_2_180874|189|177	sample-1_2_180874	131262	131828	-	False	cls524_unk	cl_147
sample-1_2_180874|569|178	sample-1_2_180874	131825	133531	-	False		cl_149
sample-1_2_180874|1602|179	sample-1_2_180874	133524	138329	-	False	Tstab	cl_722
sample-1_2_180874|1163|180	sample-1_2_180874	138335	141823	-	False		cl_335
sample-1_2_180874|198|181	sample-1_2_180874	141826	142419	-	False	cls246_unk	cl_587
sample-1_2_180874|147|182	sample-1_2_180874	142400	142840	-	False		cl_174
sample-1_2_180874|220|183	sample-1_2_180874	142842	143501	-	False	Ttub	cl_153
sample-1_2_180874|226|184	sample-1_2_180874	143531	144208	-	False	IHF_54	cl_154
sample-1_2_180874|347|185	sample-1_2_180874	144273	145313	-	False		cl_155
sample-1_2_180874|319|186	sample-1_2_180874	145325	146281	-	False	gene74	cl_499
sample-1_2_180874|292|187	sample-1_2_180874	146281	147156	-	False	gene75	cl_152
sample-1_2_180874|474|188	sample-1_2_180874	147248	148669	-	False	MCP	cl_79
sample-1_2_180874|370|189	sample-1_2_180874	148687	149796	-	False		cl_150
sample-1_2_180874|676|190	sample-1_2_180874	149918	151945	-	False		cl_663
sample-1_2_180874|151|191	sample-1_2_180874	151945	152397	-	False		cl_64
sample-1_2_180874|111|192	sample-1_2_180874	152412	152744	-	False		cl_1060
sample-1_2_180874|147|193	sample-1_2_180874	152744	153184	-	False		cl_1084
sample-1_2_180874|162|194	sample-1_2_180874	153186	153671	-	False		cl_1107
sample-1_2_180874|297|195	sample-1_2_180874	153749	154639	-	False		cl_1184
sample-1_2_180874|483|196	sample-1_2_180874	154874	156322	-	False	38eps	cl_463
sample-1_2_180874|653|197	sample-1_2_180874	156388	158346	-	False		cl_861
sample-1_2_180874|328|198	sample-1_2_180874	158365	159348	-	False		cl_707
sample-1_2_180874|359|199	sample-1_2_180874	159357	160433	-	False		cl_280
sample-1_2_180874|534|200	sample-1_2_180874	160448	162049	-	False		cl_1382
sample-1_2_180874|464|201	sample-1_2_180874	162030	163421	-	False		cl_1425
sample-1_2_180874|590|202	sample-1_2_180874	163427	165196	-	False		cl_1334
sample-1_2_180874|253|203	sample-1_2_180874	165353	166111	-	False		cl_368
sample-1_2_180874|734|204	sample-1_2_180874	166111	168312	-	False	portal	cl_114
sample-1_2_180874|104|205	sample-1_2_180874	168290	168601	-	False		cl_414
sample-1_2_180874|759|206	sample-1_2_180874	168543	170819	-	False	TerL	cl_6
sample-1_2_180874|193|207	sample-1_2_180874	170822	171400	-	False	gene86	cl_148
sample-1_2_180874|276|208	sample-1_2_180874	171403	172230	-	False		cl_413
sample-1_2_180874|75|209	sample-1_2_180874	172230	172454	-	False		cl_151
sample-1_2_180874|184|210	sample-1_2_180874	172454	173005	-	False		cl_1054
sample-1_2_180874|90|211	sample-1_2_180874	173018	173287	-	False		cl_166
sample-1_2_180874|291|212	sample-1_2_180874	173374	174246	-	False	PDDEXK_alpha	cl_1204
sample-1_2_180874|253|213	sample-1_2_180874	174233	174991	-	False		cl_1059
sample-1_2_180874|101|214	sample-1_2_180874	175153	175455	+	False		cl_16
sample-1_2_180874|224|215	sample-1_2_180874	175458	176129	+	False	HNH	cl_332
sample-1_2_180874|127|216	sample-1_2_180874	176117	176497	+	False		cl_9
sample-1_2_180874|277|217	sample-1_2_180874	176494	177324	+	False		cl_1899
sample-1_2_180874|30|218	sample-1_2_180874	177333	177422	+	False		cl_2248
sample-1_2_180874|68|219	sample-1_2_180874	177747	177950	+	False		cl_1495
sample-1_2_180874|48|220	sample-1_2_180874	177950	178093	+	False		cl_740
sample-1_2_180874|87|221	sample-1_2_180874	178183	178443	+	False		cl_2814
sample-1_2_180874|181|222	sample-1_2_180874	178456	178998	+	False		cl_1827
sample-1_2_180874|81|223	sample-1_2_180874	178998	179240	+	False		cl_343
sample-1_2_180874|545|224	sample-1_2_180874	179240	180874	+	True		cl_601
