protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_20_95736|64|52	sample-1_20_95736	57540	57731	-	False		cl_188
sample-1_20_95736|95|53	sample-1_20_95736	57722	58006	-	False		cl_347
sample-1_20_95736|67|54	sample-1_20_95736	57981	58181	-	False		cl_425
sample-1_20_95736|48|55	sample-1_20_95736	59568	59711	-	False		cl_432
sample-1_20_95736|100|56	sample-1_20_95736	59716	60015	-	False		cl_854
sample-1_20_95736|88|57	sample-1_20_95736	60018	60281	-	False		cl_386
sample-1_20_95736|156|58	sample-1_20_95736	60709	61176	-	False		cl_183
sample-1_20_95736|105|59	sample-1_20_95736	61290	61604	-	False		cl_647
sample-1_20_95736|112|60	sample-1_20_95736	61613	61948	-	False		cl_758
sample-1_20_95736|101|61	sample-1_20_95736	61945	62247	-	False		cl_221
sample-1_20_95736|214|62	sample-1_20_95736	62616	63257	-	False		cl_562
sample-1_20_95736|154|63	sample-1_20_95736	63406	63867	+	False		cl_768
sample-1_20_95736|67|64	sample-1_20_95736	64067	64267	+	False		cl_251
sample-1_20_95736|74|65	sample-1_20_95736	64264	64485	+	False		cl_1097
sample-1_20_95736|58|66	sample-1_20_95736	64567	64740	+	False	52eps	cl_78
sample-1_20_95736|122|67	sample-1_20_95736	64762	65127	+	False		cl_34
sample-1_20_95736|139|68	sample-1_20_95736	65294	65710	+	False		cl_50
sample-1_20_95736|124|69	sample-1_20_95736	65734	66105	+	False	phage_O	cl_49
sample-1_20_95736|143|70	sample-1_20_95736	66107	66535	+	False		cl_383
sample-1_20_95736|90|71	sample-1_20_95736	66682	66951	+	False		cl_385
sample-1_20_95736|142|72	sample-1_20_95736	66935	67360	+	False	ZnMc	cl_436
sample-1_20_95736|39|73	sample-1_20_95736	67353	67469	+	False		cl_583
sample-1_20_95736|40|74	sample-1_20_95736	67510	67629	+	False		cl_583
sample-1_20_95736|270|75	sample-1_20_95736	67607	68416	+	False	p2	cl_581
sample-1_20_95736|46|76	sample-1_20_95736	68355	68492	+	False		cl_650
sample-1_20_95736|129|77	sample-1_20_95736	68494	68880	+	False		cl_710
sample-1_20_95736|180|78	sample-1_20_95736	68893	69432	+	False	gene86	cl_708
sample-1_20_95736|53|79	sample-1_20_95736	69490	69648	+	False		cl_409
sample-1_20_95736|602|80	sample-1_20_95736	70267	72072	+	False	TerL	cl_6
sample-1_20_95736|827|81	sample-1_20_95736	72124	74604	+	False	portal	cl_4
sample-1_20_95736|105|82	sample-1_20_95736	74655	74969	+	False		cl_9
sample-1_20_95736|892|83	sample-1_20_95736	75069	77744	+	False	ZnMc	cl_1486
sample-1_20_95736|92|84	sample-1_20_95736	77728	78003	+	False		cl_1081
sample-1_20_95736|405|85	sample-1_20_95736	78233	79447	+	False	gene77	cl_225
sample-1_20_95736|488|86	sample-1_20_95736	79486	80949	+	False	MCP	cl_3
sample-1_20_95736|251|87	sample-1_20_95736	81062	81814	+	False	gene75	cl_26
sample-1_20_95736|232|88	sample-1_20_95736	81814	82509	+	False	gene74	cl_525
sample-1_20_95736|238|89	sample-1_20_95736	82524	83237	+	False	gene74	cl_29
sample-1_20_95736|273|90	sample-1_20_95736	83360	84178	+	False	gene73	cl_139
sample-1_20_95736|195|91	sample-1_20_95736	84416	85000	+	False		cl_199
sample-1_20_95736|106|92	sample-1_20_95736	84994	85311	+	False		cl_597
sample-1_20_95736|868|93	sample-1_20_95736	85308	87911	+	False		cl_551
sample-1_20_95736|74|94	sample-1_20_95736	87914	88135	+	False		cl_238
sample-1_20_95736|158|95	sample-1_20_95736	88184	88657	+	False		cl_584
sample-1_20_95736|279|96	sample-1_20_95736	88629	89465	+	False		cl_115
sample-1_20_95736|100|97	sample-1_20_95736	89434	89733	+	False		cl_584
sample-1_20_95736|46|98	sample-1_20_95736	89942	90079	+	False		cl_584
sample-1_20_95736|170|99	sample-1_20_95736	90203	90712	+	False		cl_115
sample-1_20_95736|280|100	sample-1_20_95736	91027	91866	+	False		cl_584
sample-1_20_95736|103|101	sample-1_20_95736	92268	92576	+	False		cl_2727
sample-1_20_95736|35|102	sample-1_20_95736	92717	92821	+	False		
sample-1_20_95736|101|103	sample-1_20_95736	93333	93635	+	False		cl_1586
sample-1_20_95736|71|104	sample-1_20_95736	93763	93975	+	False	Pept_M15	cl_1166
sample-1_20_95736|504|105	sample-1_20_95736	94223	95734	+	True	36eps	cl_553
