"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;unclassified Astroviridae genus;Astrovirus MLB3",1.17668621594605,0.948654680189296,0.368298960270637,2.57577344093558,0.010001615634302,0.024818823981416
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus A",22.8698160907631,3.7739238579617,0.488124802934059,7.73147325289988,1.06309015178756e-14,2.37423467232555e-13
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 12",3.05992566263488,2.78027040887818,0.431053049458403,6.44994951867632,1.11887414140751e-10,1.07092239249005e-09
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 8",508.00377174597,-4.62191497449154,0.619022638680269,-7.46647163720098,8.23737184438363e-14,1.37975978393426e-12
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 10",52.7876490379596,-2.35279815924433,0.645577018331499,-3.64448871697007,0.000267923888419334,0.000747954188503975
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 11",23.9634459135133,-2.61436928676106,0.5667835793914,-4.61264119466607,3.97584288830437e-06,1.47989707509107e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 3",50.4013465380829,-3.15260980215334,0.556065020439603,-5.66949850515864,1.43216100263094e-08,1.06616430195859e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 5",7.70104427080201,-1.86383846125786,0.503977056932025,-3.69826053710467,0.000217082010965462,0.000632369336290695
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 8",3.18362643534328,-2.13725683900938,0.46929914439681,-4.55414603782497,5.2598807782896e-06,1.85480006392317e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 14",41.1566381742044,-2.89271615424492,0.584200516240944,-4.95158096206108,7.36129818533708e-07,3.0825436151099e-06
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 3",47.0353637912208,-3.39026431745967,0.55445831030768,-6.11455226557674,9.68284321683024e-10,8.10938119409533e-09
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 4",34.4001775024521,-2.75896501941302,0.541593903357529,-5.09415819179137,3.50294193912052e-07,1.64466511336653e-06
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 8",5.09250294967199,-1.36066597492363,0.474769694013048,-2.86594951632746,0.0041576054127729,0.0111423825062314
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;unclassified Gammatorquevirus species",46.5383421100967,-3.14844934217364,0.563830625511049,-5.58403392742266,2.35002829821783e-08,1.43138087255086e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Anelloviridae sp.",3006.04403629453,-6.48446246080007,0.809884238190634,-8.00665348826523,1.17872007853841e-15,3.94871226310367e-14
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Small anellovirus",10.5797525482479,-2.83166107824667,0.518018127779751,-5.46633587975637,4.59433405286552e-08,2.36784908878454e-07
