"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;unclassified Papillomaviridae genus;unclassified Papillomaviridae species",1.73665808257463,-0.970603685176888,0.290097773365492,-3.34578123064058,0.000820511050075685,0.00414358080288221
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 8",508.00377174597,-2.09575356049685,0.447671537780746,-4.68145366329559,2.84847787089485e-06,3.59620331200475e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 11",23.9634459135133,-1.31000619613616,0.40202547595799,-3.25851537894343,0.00111996805830518,0.00489595169452733
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 12",2.73111800205541,0.92542478666294,0.324052425644496,2.85578725362847,0.00429302689520394,0.0149515764281241
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 3",50.4013465380829,-1.63336070958921,0.400239142225235,-4.08096194816956,4.48496978126479e-05,0.000452981947907744
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 5",7.70104427080201,-1.36094537147334,0.355918390766153,-3.82375681274508,0.000131433555693572,0.00088498594167005
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 8",3.18362643534328,1.02706416616293,0.326991563877952,3.14095004159273,0.00168400755671017,0.00654172166260488
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus ALH8",17.9103041164939,-1.44410522472385,0.368653875372148,-3.91723869243488,8.95690516479309e-05,0.000646176729745787
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 12",1.5734741660414,-0.90140435552089,0.283972668724513,-3.17426447964032,0.00150216744952877,0.00606875649609624
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 14",41.1566381742044,-1.50944705511677,0.420669519525368,-3.58820162872708,0.000332966754445135,0.0018683134554977
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 3",47.0353637912208,-1.46061716653027,0.397396475509568,-3.67546582957829,0.0002374158177079,0.00149868734928112
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 4",34.4001775024521,-1.56997364802018,0.389813698002264,-4.02749738161091,5.63736950547014e-05,0.000474478600043737
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 8",5.09250294967199,-1.34867393838286,0.333484970887003,-4.04418206552354,5.25061062104846e-05,0.000474478600043737
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;unclassified Gammatorquevirus species",46.5383421100967,-1.41037417218332,0.404428254708819,-3.48732848351252,0.000487871739079686,0.0025934234551078
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Anelloviridae sp.",3006.04403629453,-3.4912338674263,0.563391811538832,-6.1968132939143,5.76177798946627e-10,1.93979858978698e-08
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Small anellovirus",10.5797525482479,-1.18267539696227,0.364157169958643,-3.24770592076105,0.0011633944620659,0.00489595169452733
