"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;unclassified Papillomaviridae genus;unclassified Papillomaviridae species",1.73665808257463,-1.89951565188169,0.327535212901097,-5.79942423612106,6.65429940065882e-09,3.24397095782117e-08
"Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;unclassified Circoviridae genus;Circoviridae sp.",5.5552273251235,-1.67074516790588,0.38303251282419,-4.36188864383097,1.28944498068466e-05,3.4681623618415e-05
"Viruses;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Lymphocryptovirus;Human gammaherpesvirus 4",1.39584437408752,-1.08679582777949,0.310661944388548,-3.49832300804835,0.000468193727101152,0.000936387454202305
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;unclassified Caliciviridae genus;unclassified Caliciviridae species",14.9911512434785,1.91667725567314,0.435211254923588,4.40401582907055,1.06265184407084e-05,3.06988310509354e-05
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Cardiovirus;Cardiovirus B",5943.08094636473,3.23528778591374,0.578335706845393,5.59413459625559,2.21724902792787e-08,9.60807912102077e-08
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Cardiovirus;unclassified Cardiovirus species",331.154076504196,2.89350095677622,0.502432988369676,5.75897885639481,8.46243004591716e-09,3.88276202106787e-08
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;unclassified Picornavirales species",7.82674703947595,1.72125988470234,0.412376346039503,4.17400246457748,2.99294514967422e-05,7.2953038023309e-05
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human adenovirus sp.",1.26152583483061,-0.701168949938547,0.313246552545111,-2.23839318977842,0.0251954257536661,0.0467915049710942
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus A",22.8698160907631,-2.92338780591446,0.418343641103354,-6.98800583702961,2.78820792293292e-12,2.13798607997787e-11
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus C",81.7954265267753,-2.36963366703697,0.43043691911173,-5.50518220399648,3.68786652372581e-08,1.51396625710849e-07
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;unidentified adenovirus",6.32519895240233,-1.44631724773608,0.374157105112272,-3.86553463230931,0.00011084611792954,0.000240166588847337
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 12",3.05992566263488,-1.59133066608408,0.363887338529334,-4.37314107304615,1.2247152581751e-05,3.41170679063065e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 8",508.00377174597,-4.73492231051519,0.506220339447548,-9.35348096775909,8.48095704759953e-21,6.61514649712763e-19
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;unclassified Alphatorquevirus species",1.24905350709303,-1.1452832092739,0.315190820065384,-3.63361854585841,0.000279473952406915,0.000573657060203667
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 10",52.7876490379596,-4.62375527845862,0.511949581353752,-9.03166141132881,1.69084883802769e-19,6.594310468308e-18
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 11",23.9634459135133,-3.61734624728396,0.457643212331823,-7.90429345352365,2.69457563923893e-15,3.00252714086623e-14
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 12",2.73111800205541,-1.87046657656819,0.353822398561489,-5.2864560982369,1.24708727966809e-07,4.42149126427779e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 3",50.4013465380829,-3.70863704026785,0.452192566461064,-8.20145512185721,2.37494550839841e-16,3.92878732681682e-15
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 5",7.70104427080201,-2.78532009478877,0.402677623592883,-6.91699744807472,4.61316394443433e-12,2.99855656388232e-11
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 7",1.97631454072038,-1.83883588601484,0.334954216695954,-5.48981262022445,4.02360367874746e-08,1.56920543471151e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus ALH8",17.9103041164939,-2.89665890661811,0.415171476027582,-6.97701810908049,3.01510857432776e-12,2.13798607997787e-11
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 12",1.5734741660414,-1.72560766288772,0.320752481189309,-5.3798731548058,7.45383394876932e-08,2.76856689525718e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 13",1.36470475301973,-1.28184653035417,0.319183876645277,-4.01601278807306,5.91910452100578e-05,0.00013579122136425
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 14",41.1566381742044,-3.94478274767813,0.472801571493021,-8.34342139604406,7.2171419686025e-17,1.87645691183665e-15
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 3",47.0353637912208,-3.37225407642609,0.450189199471849,-7.49074851280824,6.8481925750002e-14,6.6769877606252e-13
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 4",34.4001775024521,-3.58248619814804,0.440544037500195,-8.1319593348178,4.22406534506092e-16,5.4912849485792e-15
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 8",5.09250294967199,-2.81771909619601,0.378731099773805,-7.43989362869559,1.00766406576537e-13,8.73308856996651e-13
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 9",1.34038746350438,-1.34123995278016,0.316739082502816,-4.23452622954488,2.29034052407325e-05,5.76279228637785e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;unclassified Gammatorquevirus species",46.5383421100967,-3.75414597587506,0.458135528893513,-8.1944004319902,2.51845341462616e-16,3.92878732681682e-15
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Anelloviridae sp.",3006.04403629453,-3.82422790316513,0.64605499251238,-5.91935353412171,3.23209527081665e-09,1.68068954082466e-08
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Small anellovirus",10.5797525482479,-2.13714376077492,0.415825270528988,-5.139523526447,2.75436006144283e-07,9.34087325184961e-07
